"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GNAS",1291.55713960392,-0.649102792679944,0.0309250226081475,-20.9895656635326,8.16888036637794e-98,2.57658047760138e-97
"TUBA1A",777.267267309381,1.27982857625034,0.043179914470365,29.6394421329553,4.63958792428832e-193,2.3947603738472e-192
"EEF1G",473.968273955508,0.921046464944245,0.0244708481226107,37.6385183026498,0,0
"LRP1",383.826503970314,0.699059670963745,0.0302734147310082,23.0915368211739,5.63152553373466e-118,1.98658109318861e-117
"RPS4X",416.866294177613,-0.0587792688840375,0.0285784951285501,-2.05676571210765,0.039708767767961,0.0437824380950673
"B2M",364.374978284103,-1.91055576843933,0.0426652175240882,-44.780171749052,0,0
"TMSB4X",801.302294079952,-0.584049406153745,0.0416842167865913,-14.0112841544768,1.32978511636262e-44,2.83509989584171e-44
"MAP1B",744.41991118745,1.88330152980985,0.0440216654585008,42.7812421496239,0,0
"RPS6",568.767145581138,-0.394647951345317,0.0261569619525811,-15.0876830444131,1.95176509825091e-51,4.40622273849342e-51
"HBA2",33.0826498114946,2.09251437916654,0.13156254539739,15.9050919305796,5.8417493600248e-57,1.38401560857613e-56
"HSP90AB1",915.727529101422,-0.465126389062289,0.0301903464493883,-15.4064607983892,1.48104053902221e-53,3.40843830273272e-53
"HSP90AA1",1310.12837211345,-0.90880540631581,0.0493185163064355,-18.4272657488121,7.93957101700435e-76,2.17134522462663e-75
"TUBA1B",199.421526445242,2.16738080303914,0.0477231757276074,45.4156868228979,0,0
"RPS11",473.147953150397,0.388269306106245,0.0253211495697757,15.3337945829165,4.54633984468185e-53,1.04149219549485e-52
"RPS2",249.343317606584,1.00376658692214,0.0256484679968374,39.1355377266944,0,0
"RPS18",396.452419662938,-0.0723242793963087,0.0359453797462837,-2.01206051811947,0.04421355794355,0.0486607250790339
"COL3A1",26.7760691564392,6.11228256913019,0.081138414570447,75.3315504313102,0,0
"AHNAK",247.915592383316,0.167773728772369,0.051981124678718,3.22758943384421,0.00124838010077083,0.00146913335641266
"PABPC1",189.891757899544,1.15669142610707,0.033749897531523,34.2724426059873,2.02025814704339e-257,1.32457062092355e-256
"HBB",127.029678500418,-0.224180851718412,0.160810499164802,-1.39406850226033,0.163296919627521,0.174413910626589
"RPL7A",400.638473271074,0.249159863079726,0.0263322058883057,9.46217206931303,3.01611727760671e-21,5.0283196132904e-21
"RPL15",578.004909535067,-0.287623759462287,0.0250441789024599,-11.4846552000168,1.57562817990961e-30,2.92915035062408e-30
"RACK1",295.177948717838,0.801113015645885,0.0260203221571508,30.7879745226646,3.79636493759475e-208,2.09090980758331e-207
"PTMA",394.401874386871,0.99640279759427,0.0268907757785748,37.0537021988095,1.56551983607754e-300,1.19307343372377e-299
"TUBB",289.677086083803,2.3735776778131,0.0313179193083454,75.789762865268,0,0
"RPL13",521.127795529903,-0.00709401123229383,0.0282872399435085,-0.250784850217308,0.801980455127474,0.811078641629228
"RPL7",337.962139574936,-0.0914597591947183,0.0287609814165423,-3.17999437745591,0.00147277909881948,0.00172843755856966
"RPS3",334.252922376799,0.225637538025814,0.0254668324464116,8.86005507361822,7.99749204632661e-19,1.29028000186246e-18
"SPTBN1",768.910505385503,0.183480481053056,0.0317122856505141,5.78578545473217,7.2174283529182e-09,9.87747543241215e-09
"RPS8",379.377292049412,0.329286654590539,0.0239332267772831,13.7585565730355,4.52470584014381e-43,9.5161150624824e-43
"MT-ND3",4288.4022382172,-3.79214778677067,0.0610437452551488,-62.1218074172933,0,0
"RPLP1",362.879469822807,0.0308218633902545,0.0289867673428905,1.06330806142183,0.287642270569892,0.301897062293854
"HSPA8",732.487934314016,-0.176809752222232,0.0407554727018132,-4.3383069929248,1.43584500265208e-05,1.80639071551241e-05
"APP",934.437552970786,-1.17846779094311,0.0360426339088623,-32.6964947656986,1.75160817785194e-234,1.06074218248011e-233
"RPL6",327.370838195516,0.526788616660033,0.0247761989686451,21.2618819104051,2.559446223288e-100,8.20106758646196e-100
"RPSA",370.205808481304,-0.189424617654052,0.0326120815764603,-5.8084184908571,6.30657192110713e-09,8.64016882210293e-09
"RPL19",407.699067003784,0.300453178695054,0.0225761978346427,13.308404758662,2.06851188632815e-40,4.25924560300336e-40
"MBP",5455.77934616506,-6.82780327287499,0.0916819948359576,-74.4726735613865,0,0
"RPS24",362.872921043656,-0.076163616944187,0.0291082217830708,-2.61656715108868,0.00888188920719944,0.0100741420142809
"RPL18A",173.544341436696,1.42383350801297,0.0260185958376173,54.7236875079326,0,0
"EIF4G2",468.957814618129,0.91807546919955,0.0223671796922389,41.0456517912319,0,0
"PKM",774.255174794301,0.00534445144194198,0.031085910066989,0.171925204390828,0.863496331374284,0.870231163859807
"RPL37A",429.602937525938,-0.110258219621422,0.0294198239417052,-3.74775253039912,0.000178426162777552,0.000216422410288139
"SRRM2",512.320434577098,1.02841691948158,0.0286022846812919,35.9557612596677,4.11378998034712e-283,2.97164477223567e-282
"PTPRZ1",193.264060693123,-0.439570681373096,0.0569414926546831,-7.71969017459438,1.16612811230734e-14,1.7762216280178e-14
"HBA1",6.59209545222838,4.01321962064862,0.0829451201990463,48.3840352635328,0,0
"RPS23",245.031403080363,0.384590088886563,0.0376249555539706,10.2216755667629,1.58575807196442e-24,2.74393888468114e-24
"RPL9",318.252475808322,-0.0644599674797394,0.0449741413040239,-1.43326733119798,0.151781454263984,0.162431297602439
"GLUL",1422.83287861659,-2.11575961920495,0.0536405338737162,-39.4432990578729,0,0
"RPS27",290.424167607429,-0.159486181527729,0.0297552267845577,-5.35993836250978,8.32503509211483e-08,1.11349038798931e-07
"FLNA",161.758696571076,1.46988175215908,0.0440990670548863,33.3313571085221,1.35704046246413e-243,8.53718015226342e-243
"ENO1",635.184302298246,-1.13907906008674,0.0344864556711944,-33.0297514753939,3.03885671941299e-239,1.87886302544351e-238
"RPL5",338.748628193534,-0.195143634214092,0.0255507796248059,-7.63748257703408,2.21510002490445e-14,3.35886739008455e-14
"RPL23A",160.425518762899,1.09451310283815,0.0423700482548882,25.832236400908,3.85311689234382e-147,1.57633739814849e-146
"H3-3B",397.487964539822,1.17457368062332,0.0304703167173683,38.5481283807532,0,0
"RPL21",309.914106195198,-0.713204526781163,0.0312287447026932,-22.8380786218299,1.9198352209594e-115,6.66810783480311e-115
"RPL27A",277.601938676913,0.142383593415983,0.0257991341714195,5.51892914195999,3.4107167731851e-08,4.59934836909341e-08
"RPL32",370.403247821765,-0.0565696168022787,0.0253010913159613,-2.23585678956827,0.0253611535606883,0.0282472896801855
"RPL28",278.98582840071,-0.0580926019919553,0.0283629614727437,-2.04818534368427,0.0405418419876986,0.0446795575331608
"DYNC1H1",495.051788702239,1.46895339680411,0.0204808374826665,71.7233071180478,0,0
"MT-ND4L",3506.8818083332,-3.45266597035631,0.0675765791600279,-51.0926420554682,0,0
"RPS20",281.014759807552,0.138182147092887,0.0268536109196985,5.14575665470462,2.6644463655242e-07,3.51873371652828e-07
"RPL41",151.553576129784,0.994370268538416,0.0278719432115274,35.6763882945614,9.18742327612408e-279,6.55023978148958e-278
"DDX5",426.18855840908,0.404417997374752,0.0252669045556267,16.0058386449515,1.16335025102134e-57,2.76873507589929e-57
"SPTAN1",700.144029841716,0.757295433279026,0.0266304418083457,28.4372087676629,7.01466323344697e-178,3.34724594127138e-177
"IGFBP5",107.480642929136,2.50563383692048,0.0926598547359954,27.0412018674051,4.84712033759928e-161,2.13898249740567e-160
"RPL37",367.360695056195,-0.309067364237998,0.0275828006748716,-11.2050755063304,3.8502532298035e-29,7.04950042075152e-29
"RPS14",278.830360225026,-0.157626882348456,0.0295671788944897,-5.33114379667222,9.75960986942762e-08,1.3033969747813e-07
"RPL26",268.698033654286,-0.346337501150908,0.0325211927999278,-10.6495940441544,1.75127093660814e-26,3.10413313363034e-26
"RPL8",353.3422890393,0.18284261076904,0.0252601928325019,7.23836955566621,4.54110674664188e-13,6.74189615109498e-13
"RPL17",273.882899955548,-0.217271908797873,0.0281134478151903,-7.72839781965398,1.0890854891525e-14,1.65953135355157e-14
"PPIA",366.246338351466,-0.0419088892665024,0.0238757596674594,-1.75529029652701,0.0792096654073169,0.0860811899625916
"TMSB10",288.544904254082,1.19087074264314,0.043149776904265,27.598537653747,1.15859431160452e-167,5.2705041864921e-167
"SPP1",124.52388842241,-0.96110842507147,0.107639038447568,-8.92899489751235,4.29896699031448e-19,6.96802260586561e-19
"MACF1",457.80283181058,1.15256480033312,0.027319911040284,42.1877215717733,0,0
"SPARCL1",1040.33106925881,-2.74540071745843,0.0602366467104674,-45.5769181617037,0,0
"RPS27A",348.239024079276,-0.551783369906597,0.0270610594786728,-20.3903091947108,2.03853622518114e-92,6.21504946701566e-92
"DST",504.794696223563,0.776120903126032,0.0398843512567831,19.4592836205161,2.43159891501853e-84,7.004856593866e-84
"RPS12",287.885323494973,-0.491788840740472,0.0301853197489415,-16.2923184127515,1.11905353943771e-59,2.70871726026809e-59
"RPL30",183.135403596491,0.159025628403251,0.0286831867234114,5.54421061846148,2.95283235615324e-08,3.98890779933775e-08
"RPS7",235.555686553412,0.0836540016604226,0.0260661436722885,3.20929719072166,0.00133059880439006,0.00156381055191473
"HLA-B",151.133745602508,-0.921298174477694,0.0557667757268702,-16.5205565943054,2.60978483270058e-61,6.40608870353397e-61
"CANX",343.885791023504,-0.0959475085244443,0.0259080078522788,-3.70339198102432,0.000212735786881851,0.000257359725346232
"UBC",412.362700813149,-0.259202559403045,0.0462723856976503,-5.60166837077965,2.12298432583714e-08,2.87497877380206e-08
"RPS17",212.503735296133,0.236688691907451,0.0279102164393795,8.48036031614214,2.24497610370597e-17,3.55217737928161e-17
"RPL29",210.454835187936,0.354317109018837,0.0279577631036241,12.6732996379423,8.31420700572495e-37,1.64680297219836e-36
"RPL11",257.523369214342,0.1618222606259,0.0233664782755629,6.92540222439668,4.34738514596104e-12,6.35986886891641e-12
"RPS10",237.935695551681,0.0995471468222361,0.0268601615388644,3.70612614068607,0.000210453513198183,0.000254652293958239
"RPL39",59.3265171668895,2.07046284717226,0.032769913577739,63.1818220167277,0,0
"RPL23",216.810301669085,0.523153531474622,0.026148622126131,20.0069253726307,4.79315641379557e-89,1.4221181310281e-88
"RPS15A",163.963050581023,0.588389404223667,0.0264541753923872,22.2418350032181,1.35308252055347e-109,4.5418706907078e-109
"RPL10A",225.599941401174,0.275164159817055,0.0275411672943112,9.99101297619624,1.66867679081281e-23,2.85392372015873e-23
"RPL31",366.85583102846,-0.853370299900409,0.0317162397043471,-26.9064147533052,1.84765950719551e-159,8.10068026410537e-159
"ALDOA",815.244096157114,-1.23311145991095,0.0302540243288047,-40.7585928572455,0,0
"HSP90B1",271.743819394448,-0.287420700728564,0.0396220453559204,-7.2540601613747,4.04460328842541e-13,6.01408557239361e-13
"A2M",169.765148935243,0.139242806920147,0.0518860301270743,2.68362807058329,0.00728280754739128,0.00829476941616318
"RPL12",220.118026286111,0.337099384207671,0.0326228328719622,10.3332345639851,4.98506621575814e-25,8.68215379088576e-25
"RPS19",241.290607503584,0.354011848001231,0.0261379549588997,13.5439765107061,8.60042617435422e-42,1.79110650135954e-41
"HLA-A",151.688469149158,0.507110778526109,0.0548751035583514,9.24118125785172,2.43790747016278e-20,4.00914284382553e-20
"APOE",724.999167539695,-2.04140466369015,0.0581090862130572,-35.1305586910338,2.30303260546986e-270,1.59163912036679e-269
"CALM1",1629.49267621104,-1.64694224993755,0.0296193620614582,-55.6035692639248,0,0
"UBB",200.525209572024,0.520104323928374,0.0431039583055644,12.0662775386276,1.59172936269724e-33,3.0523407822275e-33
"NACA",363.259772991825,-0.722029710120807,0.0249604821946571,-28.9269135303548,5.4779919922415e-184,2.7060527453083e-183
"RPL18",280.912587121284,0.195184585046206,0.024885554817195,7.84328846513564,4.38898179832883e-15,6.7243925767095e-15
"MYH9",170.84431061608,0.471475965516701,0.0325740362328993,14.4739805084553,1.76929622641869e-47,3.8660282355719e-47
"HNRNPU",357.604979649804,0.780767737758552,0.0189768888785895,41.143084240718,0,0
"PLP1",1718.83706508624,-7.00150475561133,0.0926172003882096,-75.5961606080099,0,0
"HSPA5",184.972382542183,0.0773330890493929,0.0548263050392434,1.41051068449788,0.158388943800208,0.169344817190628
"DPYSL2",529.118800205712,-0.134435358366377,0.0317670616335415,-4.23191039565437,2.31714726088197e-05,2.89548989461508e-05
"CST3",867.783689755892,-3.22667433932292,0.0564528249487241,-57.157003963109,0,0
"CALR",163.368502331229,1.26985145004438,0.0322878337096237,39.3291002878861,0,0
"SCD",735.853294689507,-2.81960185908366,0.0650657622681608,-43.3346472982673,0,0
"RPS9",273.169741955589,-0.116216523245763,0.031068179353671,-3.74069307128651,0.00018351351348278,0.000222522712468576
"CTSB",295.318842335179,-0.835487068585674,0.0344631236257795,-24.2429292729781,7.85100506085739e-130,2.95343664376382e-129
"TNR",149.397163427896,-2.42877080799344,0.0691018416849193,-35.1477001013635,1.26037023417984e-270,8.73674363656913e-270
"NPM1",182.715076083812,0.203185260264229,0.0277422865629434,7.32402715988205,2.40637951621273e-13,3.58881655251542e-13
"PCBP2",228.355687852594,1.14928351902623,0.0207612742415719,55.3570799968013,0,0
"MYL6",202.699752625452,0.798941746359989,0.0287490399139426,27.790206168677,5.69689146444771e-170,2.61116986214223e-169
"APOD",204.705064919876,-1.97449500120829,0.071138588430354,-27.7556111918267,1.49090174876698e-169,6.82267015949873e-169
"VCAN",55.5694049723808,2.67741194228796,0.0729274498730305,36.7133630333906,4.47012836858548e-295,3.34242368262243e-294
"NTRK2",493.638794423516,-2.4115231977307,0.0498862901854546,-48.340399511885,0,0
"RPS5",207.095279396133,0.269219903157882,0.0275758916435657,9.76287209993803,1.62487110125472e-22,2.74753972422134e-22
"HNRNPC",256.484278454784,0.727588465038234,0.0194720579934282,37.365771264845,1.40601698301059e-305,1.09030312236155e-304
"SLC1A2",930.076645599788,-2.87872733682318,0.0651885007371032,-44.1600482335484,0,0
"ITM2C",600.668913129003,-3.17213848373771,0.0565879298873459,-56.0568038105077,0,0
"PEA15",929.28347654926,-2.71131660141071,0.0357871015792107,-75.7623971142094,0,0
"DPYSL3",219.90429380028,2.69277196361816,0.0469498689663883,57.3541955046975,0,0
"RPL24",272.235777289259,-0.0858532292348729,0.0247823531004698,-3.46428883838498,0.000531635342898492,0.000633817794249706
"HLA-DRA",35.7115059422253,-0.146243433435494,0.0783938040238848,-1.86549734709822,0.0621117237068285,0.0678977968278068
"RPS25",237.179054870992,-0.563202553973957,0.0286307403152668,-19.6712536166464,3.80262297608923e-86,1.10933952879315e-85
"APLP2",414.144456160385,-0.801020083594465,0.0293026035887056,-27.3361403251966,1.57828141725165e-164,7.08716762920499e-164
"PCDHGC3",68.9946302647516,0.97233407143491,0.050362852892473,19.3065725150815,4.72935861870848e-83,1.3539363732922e-82
"PLEC",292.786166890767,-0.116312638339394,0.0355769152806581,-3.26932892921801,0.00107802902202356,0.0012723043671255
"CSDE1",338.530011322927,0.131885750900145,0.0196411671187976,6.71476140406765,1.88374195455385e-11,2.72388186563175e-11
"MT-ATP8",2590.93735921588,-3.14287884512745,0.0685957615012535,-45.8173912840084,0,0
"RPS16",209.233820987733,0.193458284186749,0.0270983209119116,7.13912440610703,9.39272969938657e-13,1.38856397407052e-12
"SERPINA3",28.2598032018177,0.277833788416954,0.121949003708489,2.27827846040545,0.022709992155837,0.0253385960795698
"NAP1L1",318.003213986283,-0.644628386606973,0.0281342300797922,-22.9126009412281,3.47938532906363e-116,1.21693829939877e-115
"YBX1",160.283292557906,1.92134828941409,0.0229843022022577,83.5939360919713,0,0
"RPLP2",209.59521080752,0.0647621242207268,0.0261181020584973,2.4795876850346,0.0131534384541284,0.0148342200865427
"C3",51.4950034319151,-0.253721163251106,0.0871098102631343,-2.91265888979308,0.00358365831804387,0.00413900478633168
"NCL",292.610304259039,0.0992673726889482,0.0235040997651328,4.22340671120731,2.40637001182275e-05,3.00502281854291e-05
"EIF4B",182.010190502163,0.993441886605951,0.0274230880361453,36.2264776780986,2.33202510873131e-287,1.69736004749431e-286
"RPL14",278.490787372529,-0.282432326717712,0.025827906964743,-10.9351612232169,7.82667391209716e-28,1.41032199920272e-27
"AQP4",42.2936681533938,-0.44703203590447,0.0761477701306075,-5.87058603472863,4.34257353434617e-09,5.97435047792571e-09
"RPL27",198.917000723534,0.0831739712810724,0.0263317856455269,3.1586908841179,0.00158479486848081,0.00185819137311678
"HNRNPK",324.730280329711,0.296894396508224,0.0141858565211914,20.9289016891374,2.92150393772315e-97,9.17708147604922e-97
"CALM2",887.884162604236,-2.29837379931278,0.029118271256867,-78.9323575921681,0,0
"CLTC",311.112475686484,0.578677686042822,0.0193206102624016,29.9513151077295,4.22977481161321e-197,2.22517888076633e-196
"CPE",914.523609461857,-0.613581891799904,0.0386752932553767,-15.8649577069362,1.10792096180197e-56,2.61892930333455e-56
"PRRC2B",186.714047050087,2.7371479352469,0.0218395619123286,125.329800397771,0,0
"QKI",380.228903653147,-2.22689296150883,0.0356329650368093,-62.4953034138031,0,0
"H3-3A",61.8420032746691,3.69230547985357,0.029592629259545,124.771119438893,0,0
"MAP4",715.450736055967,-1.05906559447825,0.0332798043517537,-31.823071532644,3.10490100926948e-222,1.80244127241792e-221
"RPS15",228.114881404178,0.285271264439172,0.0258704449552305,11.0269175861815,2.8341289227149e-28,5.13348284945998e-28
"SON",164.874867660724,1.60120687965258,0.0131372949006766,121.882540641613,0,0
"TIMP2",163.789136641818,0.399438753483361,0.0482278206687648,8.28233057070442,1.20787739430033e-16,1.89296675312807e-16
"STMN1",370.940164624805,0.577588630702946,0.0343007360419123,16.8389573330784,1.2644487293613e-63,3.1735400234952e-63
"CCNI",324.307797686038,0.824420595218451,0.0351626473396151,23.4459193944034,1.4548886538008e-121,5.22197862631375e-121
"RPL34",247.538657103542,-0.691783551618677,0.0322799210245901,-21.4307696444391,6.90296499399666e-102,2.23114382886345e-101
"HUWE1",233.153168115324,1.52124985635218,0.0175447778287189,86.7067039094713,0,0
"ATP1A2",891.040925602421,-2.78981247033476,0.053374609786267,-52.2685314516823,0,0
"LDHA",189.192082453648,-0.306793310131502,0.0473019660193451,-6.48584690974647,8.82347249737131e-11,1.25924464780057e-10
"MSN",101.653113969246,-0.511998523555778,0.0378151154038165,-13.5395203237726,9.13836874237247e-42,1.9021039011273e-41
"TNC",67.497090837454,2.34186423599369,0.101011778369029,23.1840709450545,6.59257877976812e-119,2.33995851751029e-118
"ITM2B",461.350321688749,-1.89263038645037,0.0309968958664578,-61.0587071235869,0,0
"HIPK2",502.548648996423,-0.449224332115664,0.0436029373047481,-10.3026162888055,6.85705434963935e-25,1.19226073512024e-24
"FOS",89.6281912773063,-0.202377018236753,0.118795443061661,-1.70357560038484,0.0884604030703236,0.0958536356646303
"LDHB",478.072925342057,-2.14615185256775,0.0367205952885181,-58.4454537216833,0,0
"TUBB2B",259.635535649225,1.93113343196013,0.0585526477243062,32.9811461482123,1.51377550596773e-238,9.33928021385673e-238
"RPL22",182.818434569454,0.259145767811794,0.0248095178252587,10.4454173449496,1.53777507885971e-25,2.69415195107963e-25
"HMGB1",235.379446916778,-0.158574795737487,0.0229203563945921,-6.91851352603321,4.56407222021894e-12,6.67262020499845e-12
"MATR3",58.3504217766474,4.47491170548092,0.0240652582574313,185.949041461006,0,0
"ATP1A1",374.40790177355,-1.12017315197323,0.0392944387948806,-28.507167587266,9.54727766700457e-179,4.5766441505024e-178
"RPS13",160.851381927917,-0.107695883131416,0.0280011924210021,-3.84611774785133,0.000120004110212195,0.000146501833061597
"UBA52",229.665450752063,-0.206520444164194,0.0196322204555355,-10.5194643994517,7.02719053113506e-26,1.23661348290824e-25
"TXNIP",134.17776171716,0.358429176165223,0.0811318279976337,4.417861460926,9.96822779181276e-06,1.25847644753372e-05
"PRPF8",200.026724641809,1.41991440193711,0.025889386241449,54.8454254069502,0,0
"SDC3",248.433513403609,-0.555641962125883,0.0357286444013519,-15.5517224746668,1.54883572524834e-54,3.60048733380957e-54
"CD81",359.477635613576,-1.50992800017295,0.0314261620873128,-48.0468469543893,0,0
"CCND2",126.850057013668,4.29489945250161,0.0583598918491166,73.5933415299265,0,0
"KIF1A",1020.53103993556,-0.49098946451117,0.0444609444242409,-11.0431631821899,2.36556024314859e-28,4.28881330540892e-28
"LAPTM5",27.9497476940797,-0.0808707478189425,0.0542001255828741,-1.49207676087923,0.135679023322465,0.145714304091179
"WNK1",339.564133227719,0.0976741044655409,0.0296477863085462,3.29448220683464,0.000986031870314247,0.00116564211642823
"MARCKS",220.590442864778,2.21924549020772,0.0328356347992779,67.5864957012044,0,0
"PRRC2A",274.708678507263,1.2671995042326,0.0177102819521556,71.5516278993151,0,0
"EIF4A1",159.080666515625,0.464099233748532,0.0280760991235399,16.5300468454115,2.22970292749979e-61,5.47780039868566e-61
"RPL35",188.617104841621,-0.00773438817654309,0.0282108670763235,-0.274163433389622,0.783959027748713,0.793690361749291
"NONO",165.226759291545,1.21006372495106,0.0152234654349037,79.4867456510055,0,0
"HDLBP",230.274901716206,0.416021412244229,0.0204468227426564,20.346506519877,4.98564626339552e-92,1.51159852436194e-91
"MAP2",479.646823917633,0.653896517462229,0.0406730285888404,16.0769074777392,3.70413903831917e-58,8.85973355671182e-58
"HLA-C",118.412112389404,-0.955535425104166,0.0760523975098471,-12.5641722863562,3.32334768263634e-36,6.53866524385252e-36
"GPM6B",621.119568988413,-3.50063756649381,0.0468028306610193,-74.7954240598825,0,0
"TTC3",351.63474920811,1.01139254646941,0.0280876721502849,36.0084146901848,6.17734391602151e-284,4.46789025372625e-283
"RPL35A",187.749418446608,-0.136282340793958,0.027877624103987,-4.88859238095786,1.01559536835673e-06,1.32179116524472e-06
"CBX5",144.456735160637,1.7794485615936,0.0225628027613297,78.8664679834633,0,0
"CTNNB1",213.073808595164,0.698424700970851,0.029451945467624,23.7140429904237,2.58313790499735e-124,9.40661365024369e-124
"USP22",226.90096364987,2.31595681558888,0.0249724803326976,92.7403599776391,0,0
"SFPQ",242.48352171584,0.837479839179678,0.0246930818208876,33.9155657140885,3.92792647019821e-252,2.53628042713528e-251
"ITGB1",62.9767281245604,1.63437118099734,0.0334015952860827,48.9309318012822,0,0
"BCAN",193.835092625344,-3.37809557109555,0.0710873739663964,-47.520331426118,0,0
"COL4A1",29.4087614164029,3.98589537381126,0.0551490691088304,72.2749347943761,0,0
"TPM4",157.513405595845,0.502638636136815,0.0317141193142037,15.8490491618886,1.42724002930688e-56,3.37097152126291e-56
"HMGN2",113.351442188603,2.06177196307461,0.0297304727672368,69.3487782456892,0,0
"NCAM1",366.989385955091,0.313924702644404,0.0341394141523355,9.1953746260443,3.73690171009611e-20,6.12694178302043e-20
"P4HB",99.1282393108589,1.32469501859389,0.0186750330241589,70.9340121048352,0,0
"ATP5F1A",390.787524537727,-0.451500052816827,0.024383308644575,-18.5167673262948,1.51250521312949e-76,4.15722035157485e-76
"PMP2",264.682110876557,-4.44328697651912,0.0932703604149458,-47.6387885363754,0,0
"SET",194.465414847916,0.933484636782862,0.0213421649180198,43.7389852608015,0,0
"HLA-E",187.493681846675,-1.40163373153586,0.0433679068498354,-32.3196075934474,3.71006089564385e-229,2.20722712363706e-228
"HSPA1A",112.478916987274,0.729619867008547,0.109283225265032,6.6764122786373,2.44862517241248e-11,3.53270474002553e-11
"CHI3L1",38.1078639921701,-2.03332204741874,0.138664691330068,-14.6635890356454,1.10285920304453e-48,2.43106782346408e-48
"MTSS2",157.370136527589,0.350788838445989,0.0342216083911682,10.2505070608113,1.17724325267935e-24,2.04043668512623e-24
"SYT11",400.410518425656,-1.01844607143721,0.0324912093637789,-31.3452805044731,1.12819585470674e-215,6.37242255851054e-215
"YWHAQ",286.653963820507,0.18449310249873,0.0226313665082992,8.15209733053789,3.57666244025842e-16,5.57263488185501e-16
"HNRNPH1",168.373485566035,1.03214338022333,0.0236331517480405,43.6735392395941,0,0
"GSN",225.172929583502,-0.844019628794813,0.0466230233252252,-18.1030651510358,3.01417690608283e-73,8.09316703711244e-73
"RPS28",150.966822517439,0.118771989863119,0.0359624932359407,3.30266283496772,0.000957714650990804,0.00113263250579949
"COL6A1",141.00150951949,0.605082386776973,0.0486810064213702,12.4295373341203,1.80677018630706e-35,3.52944745074421e-35
"CD44",21.0682026752657,0.774419221996938,0.0807439000795788,9.59105543866092,8.71884974058153e-22,1.46374849659398e-21
