"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPS27",18645.7815143878,-0.668999833528525,0.103875348041214,-6.44041003129147,1.19151168192769e-10,1.6220781068368e-10
"FLNA",9969.1283192125,-0.831976505802859,0.0963710246755091,-8.63305654997659,5.97338852850621e-18,9.20135895312973e-18
"ENO1",39056.4945260505,-1.51071104615046,0.0817928003701819,-18.4699758329976,3.60245451657931e-76,1.17880773648272e-75
"RPL5",19725.5290961682,-0.554144135023313,0.0640669625609929,-8.64945227418512,5.17471918065079e-18,7.98180616429595e-18
"RPL23A",9394.9106193056,0.712226060057291,0.0818054358103844,8.7063414918802,3.13840340261841e-18,4.86177228861765e-18
"H3-3B",23021.9296388946,1.92309864777037,0.075617527351649,25.4319165823456,1.1191351496961e-142,7.66500738864056e-142
"RPL21",18797.8872589232,-0.556773419249987,0.0813977984434676,-6.84015329525992,7.91084817273022e-12,1.09698751117142e-11
"RPL27A",16426.5379499683,-0.634388124911428,0.0729941774206001,-8.69094148778494,3.59448143710513e-18,5.56153826884079e-18
"RPL32",22444.8852784852,-0.663534518553005,0.0807707986520108,-8.21502980813334,2.12111562783105e-16,3.18070363055162e-16
"RPL28",17101.4899300558,-1.35551722787469,0.0842229749915593,-16.0943878794419,2.79320254790493e-58,7.435800567579e-58
"DYNC1H1",28180.0746041816,0.824793415866761,0.0511232894862693,16.1334183335031,1.48564941790957e-58,3.96230707903902e-58
"MT-ND4L",274792.501057371,-4.46529096618222,0.148274866533843,-30.1149552217809,3.08717559874945e-199,3.64960748692532e-198
"RPS20",17352.28244709,-0.385262209078089,0.0907857986113688,-4.24363958869051,2.19923465231344e-05,2.65876930741505e-05
"RPL41",8728.54640037929,0.23507837009268,0.0730342238371732,3.21874263518947,0.0012875398948907,0.00147486981872571
"DDX5",24355.067937274,0.63951316715408,0.0542416758335148,11.7900702241751,4.39174688827511e-32,8.40634692854928e-32
"SPTAN1",41036.2327920116,0.477301335636345,0.0631653717335195,7.55637658003458,4.14452790271339e-14,5.98654030391934e-14
"IGFBP5",6278.57194736737,-0.317184389127986,0.100987886280179,-3.14081619896465,0.00168477729859014,0.00192395131421769
"RPL37",22511.2783825817,-0.819460707932264,0.084477378038227,-9.70035679328788,3.00446135179098e-22,4.96304674877085e-22
"RPS14",16883.5078853383,-0.620319302461973,0.0823404750058374,-7.53358906926389,4.9364312692488e-14,7.12143955507189e-14
"RPL26",16020.7246116391,-1.20890893253985,0.0749064425669855,-16.1389179770321,1.35902912249227e-58,3.62713213138543e-58
"RPL8",20663.8563631631,-0.925310406067852,0.0635939141352732,-14.5502980693968,5.81491274344823e-48,1.35633479176206e-47
"RPL17",15994.7714168725,-0.852079852464664,0.0640323794422866,-13.3070152926717,2.10733333763752e-40,4.50383157377417e-40
"HNRNPA2B1",31561.9605146834,0.0707540325512688,0.0464341221845728,1.52375083715432,0.12757096484289,0.135830359468652
"PPIA",21288.797889121,-0.0372455351773401,0.0618557636596884,-0.602135241305139,0.547084117872963,0.560362147681248
"TMSB10",19523.8939726503,0.950053179839586,0.128378010008237,7.40043547784099,1.35738612037278e-13,1.9399197305477e-13
"SPP1",17873.7878418541,-2.05934481426276,0.24277100891546,-8.48266365684498,2.2009620639128e-17,3.35700817587763e-17
"SPARCL1",82062.8846235253,-2.9399426510918,0.14967154917904,-19.6426285905212,6.68469327213451e-86,2.44608205517475e-85
"RPS27A",20895.7699590388,-0.770756013492512,0.0754336948119411,-10.2176622186416,1.6527873827399e-24,2.8190707825366e-24
"DST",30119.6673647673,-0.178592121319313,0.0763508449633599,-2.33909816459815,0.0193303536549251,0.021288796853582
"RPS12",18191.6113075914,-1.15528685817571,0.0953853170325272,-12.1117892576878,9.1476645124727e-34,1.79007911589966e-33
"RPL30",11000.8828240887,0.00658909406164486,0.0841719807908711,0.078281323544182,0.93760427352074,0.94088289673438
"RPS7",13653.2651388883,-0.671409787744772,0.0632103306146683,-10.6218363551633,2.35874637031638e-26,4.13943580260843e-26
"HLA-B",10303.2197796945,-2.32212970522906,0.120849248186699,-19.2150943433393,2.76730663211987e-82,9.72922291886801e-82
"CANX",20102.5222203877,0.101999309671356,0.065398199340466,1.55966541433875,0.118838969299877,0.126756414104561
"UBC",24354.0437919675,-0.0837596681291312,0.0712877479595881,-1.17495180485451,0.240013998005184,0.252046535824857
"RPS17",12890.9867829165,-0.797012954627374,0.0848132793800368,-9.39726609386329,5.59991733465038e-21,9.06266052226867e-21
"RPL29",12508.5435893187,-0.462606805354622,0.0783009689013072,-5.90805978324106,3.46160406609769e-09,4.5720576544397e-09
"RPL11",15353.3116981278,-0.521596922131766,0.0763289098444322,-6.8335434528653,8.28423875054031e-12,1.14834895082058e-11
"RPS10",14224.0912647479,-0.429430806515586,0.0775796734572603,-5.53535207585226,3.1060378378264e-08,4.01647046754639e-08
"RPL39",3387.3730389258,1.73444024738841,0.0931631300023714,18.6172388942306,2.32917976813692e-77,7.72066259267795e-77
"RPL23",12661.0910561595,0.108091881170676,0.0703625581922249,1.53621306484306,0.124486132766972,0.132631921109344
"RPS15A",9591.504753553,-0.0243653087331379,0.0754508863317361,-0.322929390464819,0.746748717410977,0.756769535372173
"RPL10A",13004.6589222228,-0.261471322587413,0.0631920131873634,-4.13772737089661,3.50762795139872e-05,4.21701521304e-05
"RPL31",22797.3039468115,-1.51977805976232,0.0879876852189111,-17.2726223673364,7.56264670346757e-67,2.22138233134862e-66
"ALDOA",48969.7304401548,-1.29280738112748,0.0692128091200661,-18.678730101603,7.37529136613563e-78,2.46107469743811e-77
"HSP90B1",16426.1114169755,-0.337334813506546,0.0830855711601635,-4.06008899976468,4.90540141849838e-05,5.86858810661208e-05
"A2M",12068.2546947442,-0.737773391606858,0.134029412681851,-5.50456334057157,3.70084389371508e-08,4.77272071182512e-08
"RPL12",13059.5790701465,-0.145828155798895,0.0784054145505394,-1.85992455540039,0.0628962006717738,0.0678685361450734
"RPS19",14756.3919186375,-0.633451502745289,0.0890638388615263,-7.11233100708986,1.14099205060028e-12,1.60448949514157e-12
"HLA-A",9427.66429135065,-0.404001481083796,0.0997305300081332,-4.05093085388044,5.1014282322027e-05,6.10119761173731e-05
"APOE",57423.5945758894,-2.73587882995775,0.15256145798264,-17.9329620084586,6.52111871852833e-72,2.03357570687277e-71
"CALM1",99440.8183250356,-1.62391772799621,0.0743342393594779,-21.8461605578958,8.45496043712232e-106,3.87907637321052e-105
"UBB",11499.1138592626,0.630385725238578,0.0685868645120555,9.19105618434817,3.89002834779871e-20,6.22003557659581e-20
"NACA",21033.5295140471,-1.00504036298582,0.0543104459843919,-18.5054706285169,1.86542447688234e-76,6.1180593057521e-76
"RPL18",16646.6730500431,-0.626167984696947,0.0728241717887841,-8.59835366906824,8.08677615738879e-18,1.2430115628102e-17
"YWHAZ",31067.7709977143,-0.668116988953737,0.0776742743917786,-8.60152211508079,7.86657395712051e-18,1.20932640222025e-17
"HNRNPU",20039.9377181763,0.502505019791254,0.0406012786541629,12.3765811434545,3.49934364422355e-35,6.97620105801356e-35
"PLP1",219480.16743027,-5.52520006373943,0.230004706957994,-24.0221173593134,1.63354714190011e-127,9.48481924222123e-127
"HSPA5",11517.6537687736,-0.386540328951132,0.0992770772293863,-3.89355065377282,9.87875629191384e-05,0.000117231720743181
"CST3",64372.1024249915,-3.92360687171831,0.136430395254119,-28.7590376353458,6.98255719283172e-182,7.12469102369025e-181
"CALR",9292.95238630686,1.00271079033819,0.0718324981365398,13.9590132092055,2.77245894935949e-44,6.18803349789958e-44
"SCD",59421.4566105029,-3.26115539112462,0.154258865728041,-21.1407971641257,3.35365470290328e-99,1.43376545007921e-98
"DDX17",31810.5988497689,-0.0274653403711254,0.0612101852224321,-0.448705395537016,0.653644191906593,0.66529364061853
"RPS9",16765.8444861243,-0.600066064977495,0.0883399184227941,-6.79269435257551,1.1005839591422e-11,1.52248774005704e-11
"CTSB",17545.4311477439,-1.14899954477552,0.0675037636951525,-17.0212663987806,5.71216994915063e-65,1.6343469303664e-64
"TNR",9854.86675342575,-1.73226534724299,0.122279913558246,-14.1663932925325,1.47904053521858e-45,3.35068212034222e-45
"NPM1",10299.8111255657,0.0958956403056132,0.0516300651256827,1.85736043664045,0.0632598912662373,0.0682545626323093
"PCBP2",12549.5570460905,0.633320195990277,0.033858218628587,18.7050654654216,4.50179638273535e-78,1.50747143166333e-77
"MYL6",11658.3973094705,0.614063243770509,0.065237192162413,9.41277856106608,4.83191417562916e-21,7.82969266262664e-21
"APOD",16433.1237142322,-3.56223086782946,0.160690860615472,-22.1682232218158,6.96041342407859e-109,3.30432529755989e-108
"VCAN",3512.60018373772,2.47235226701699,0.126440790008279,19.5534389405121,3.85628608969087e-85,1.39906156838058e-84
"NTRK2",37662.4674518702,-2.42590854173998,0.145267031098367,-16.6996497649717,1.31836367356264e-62,3.69740938402775e-62
"RPS5",12135.1549632321,-0.295656631642844,0.0713082671255624,-4.14617608253248,3.38073877616799e-05,4.06659335760582e-05
"HNRNPC",14339.5166730327,1.1748249738477,0.048143243511153,24.4026967891255,1.60108991744318e-131,9.7604414032556e-131
"SLC1A2",108148.52394885,-3.43455121735045,0.207653018936302,-16.5398568965858,1.89471912232357e-61,5.22949766894741e-61
"ITM2C",46707.3882685252,-2.81928986425316,0.14608231740015,-19.2993232475258,5.44172111135203e-83,1.92854327376381e-82
"PEA15",62185.4390917159,-2.31524674584608,0.107365058813577,-21.5642479166909,3.89192286620631e-103,1.73429280206453e-102
"DPYSL3",13179.4179122708,2.95817429222067,0.123831037863,23.8887951136568,4.00486610025685e-126,2.29057588265313e-125
"RPL24",15993.9923142356,-0.308532282915027,0.0685688354635791,-4.49959928339321,6.80816770662748e-06,8.35481688094685e-06
"HLA-DRA",3727.48789723039,-1.62889282103004,0.211160306997835,-7.71401047947302,1.21924456461329e-14,1.77633054412945e-14
"RPS25",14248.5001421715,-0.862331060485461,0.0774610964880321,-11.1324406648271,8.72142801477801e-29,1.59390657827793e-28
"APLP2",23981.3829492972,-0.792095885886921,0.0514979980039913,-15.3811005590068,2.19189986374968e-53,5.48165981176092e-53
"PCDHGC3",4266.89073704928,1.11995860732915,0.111533858716048,10.0414225798502,1.00218264126415e-23,1.69028130165607e-23
"CSDE1",19385.7524285496,0.106783280055931,0.052394820296142,2.03805031589724,0.041544901179101,0.0451689638790396
"RPS16",12553.7601836546,-0.757896348859003,0.0793950855028632,-9.54588491288508,1.34950509002652e-21,2.20417884581878e-21
"SERPINA3",6071.38803596308,-0.733588980424936,0.298741175787356,-2.45560049930012,0.0140649419084195,0.0155735958490159
"NAP1L1",19182.8398354521,-0.791097045423167,0.0768299702925346,-10.2967246038365,7.29013515612394e-25,1.25068691461884e-24
"YBX1",9072.17394699348,1.47102817884629,0.0737791325375663,19.9382688336337,1.89510447648344e-88,7.15588956761626e-88
"C3",5240.75257922485,-1.24715540564464,0.206413670188094,-6.04201942879157,1.52197132837153e-09,2.02465046684167e-09
"NCL",16540.7427894148,0.136294989912191,0.0455916700424209,2.98947131757567,0.00279460684085916,0.00317051709094903
"EIF4B",10154.6849422059,0.723219013731811,0.0552569526350262,13.0882898756414,3.84159886682202e-39,8.09875360739209e-39
"RPL14",15870.8490709199,-0.603324789866367,0.048508805725132,-12.4374282328247,1.63689765831573e-35,3.27693551095331e-35
"AQP4",3597.7540440638,1.01217666712016,0.186154116435657,5.43730478004235,5.40925652943797e-08,6.94706373925022e-08
"RPL27",11829.194831363,-0.230117059700528,0.0754082492040112,-3.05161652908774,0.00227612679945296,0.00258971746763014
"HNRNPK",18024.1639921702,0.60087345420361,0.0304795965546961,19.7139569457664,1.63655566091005e-86,6.04830084725899e-86
"CLTC",17754.6276036901,0.661153388216351,0.0525952024991682,12.5706025797088,3.06379775636301e-36,6.19396520699031e-36
"CPE",59493.8289897372,-0.156607305110527,0.103738397238436,-1.50963682955863,0.131136118302557,0.139587490912004
"PRRC2B",10374.8038662946,2.26968306456557,0.068039895158215,33.3581211330178,5.55473472430107e-244,1.04700820854272e-242
"QKI",27896.742580969,-2.92382636338157,0.130590033440746,-22.3893530489693,4.99790302849892e-111,2.42071429806494e-110
"H3-3A",2995.06914761972,3.94584480911578,0.0589102205025849,66.980649120854,0,0
"MAP4",51066.1448621894,-1.81302118451496,0.124543218129764,-14.557365802335,5.24398673801763e-48,1.2239878764885e-47
"RHOA",13934.1093070551,-0.904590343658461,0.0725608723706583,-12.466640960952,1.13510843606689e-35,2.27835456156878e-35
"SON",9026.03408568778,1.13783007011482,0.0370186999831118,30.7366296124367,1.84524513908492e-207,2.38262867846521e-206
"TIMP2",11101.7434918262,-0.0970262667689423,0.123001899365344,-0.788819256203123,0.430217653177693,0.444548107433427
"STMN1",24801.6802308949,1.07435897099261,0.120285592436248,8.93173445990236,4.19381134492587e-19,6.58920892805969e-19
"CCNI",18779.878926723,0.38608643657364,0.0683607145285859,5.64778234452468,1.62530766770659e-08,2.11409707848203e-08
"ATP5F1B",23946.1441495308,-0.395723100338997,0.059465425018744,-6.65467538850116,2.83925994287192e-11,3.90462020896452e-11
"RPL34",14990.2822841393,-1.230617818759,0.0790974510697243,-15.5582487439982,1.39873927825544e-54,3.54674799538197e-54
"HUWE1",13004.5531190887,0.868315625191624,0.0402435324164781,21.5765260416375,2.9846803266503e-103,1.33311850076338e-102
"ATP1A2",66800.696662351,-3.29365096401557,0.140025656876474,-23.5217676352065,2.442661067377e-122,1.35652183804647e-121
"LDHA",11275.4373545289,-0.253215358551988,0.0814686335496225,-3.10813312460623,0.0018827324009413,0.00214701820290137
"MSN",6804.94436400247,-1.98128991884367,0.117444589006981,-16.8699974651527,7.47995829719304e-64,2.11796845815192e-63
"TNC",3611.48704096124,-0.26535728626031,0.24008433453288,-1.10526697535931,0.269043923328367,0.281604376391568
"HIPK2",44173.7012881082,-1.43432305111079,0.168317461981459,-8.52153445177773,1.57453162083967e-17,2.40858854952273e-17
"FOS",8989.97599624035,-1.52353703502762,0.206751999228441,-7.36891077577568,1.72027742148665e-13,2.45488121845416e-13
"LDHB",28582.0203691045,-2.39461798604442,0.0715487818756648,-33.4683264098851,1.39323699021335e-245,2.6744092659965e-244
"TUBB2B",16864.4760643797,1.61469775059706,0.123627204305702,13.0610229331424,5.49839549985182e-39,1.15660769548835e-38
"RPL22",10432.7284944071,0.375597146080053,0.0602147987575136,6.23762187751538,4.44272945686084e-10,5.98147917373981e-10
"HMGB1",13427.4462297587,0.383860357478927,0.0518285201410939,7.40635380740056,1.29819204191837e-13,1.8564776939306e-13
"MATR3",2666.04249232402,5.12213016352779,0.0510646616130647,100.306748379927,0,0
"ATP1A1",25140.2335737957,-0.614765940185661,0.112376847650642,-5.47057470500372,4.48578571821916e-08,5.77462535151258e-08
"RPS13",9621.0828358215,-0.386913386823648,0.0800119059679865,-4.83569766452578,1.32679454301259e-06,1.65600462751349e-06
"SEPTIN2",18370.7364084189,-0.517261598932106,0.0837605627514462,-6.1754790314273,6.59631610513188e-10,8.84362445349321e-10
"UBA52",13392.1109793192,-0.528575353359333,0.0624076614999181,-8.4697189520557,2.45985823721923e-17,3.74889972185868e-17
"TXNIP",8955.66183354067,0.293836960849696,0.13053786014419,2.25097117820936,0.0243873629112276,0.026770827087882
"PRPF8",11547.7643143507,0.619707371100019,0.0693612268841253,8.93449264003506,4.09050873573994e-19,6.43130390050113e-19
"SDC3",16725.1366939163,-1.26350382688192,0.112471614001215,-11.2339796854722,2.77683236279929e-29,5.11313100618753e-29
"EIF4A2",28597.3545677173,-0.513050606368012,0.0602989228351351,-8.50845391999385,1.76267925700922e-17,2.69317119542245e-17
"CCND2",7155.70767364854,4.41356948840951,0.109986061882279,40.1284436671027,0,0
"LAPTM5",2598.91247869758,-1.42577806932348,0.194505051916092,-7.3302881096299,2.29658470210995e-13,3.27199898169543e-13
"WNK1",23165.3640419926,-0.758985220659962,0.116627565040155,-6.50776872859038,7.62752244440349e-11,1.0414693724195e-10
"GNB1",27836.9713870877,0.0403474438167531,0.0558429983861094,0.722515713389582,0.469977468067578,0.484158166048237
"MARCKS",12311.8134202878,2.02036501983669,0.0636603487426016,31.7366313528323,4.85576871429764e-221,7.27668003543376e-220
"EIF4A1",9122.3849640878,-0.227100443275248,0.0633328012464754,-3.58582659862826,0.000336012183208131,0.00039190041160802
"RPL35",11614.0119292783,-1.01364576403579,0.0888254807209997,-11.4116552571176,3.65703062133361e-30,6.8369795606333e-30
"NONO",9081.42356713825,1.18007638937538,0.0470954238941366,25.0571348933606,1.45965764174622e-138,9.54724220490303e-138
"HDLBP",12873.1457069038,-0.202028284951976,0.0343372946245132,-5.88364014000536,4.01339963989217e-09,5.29173150313832e-09
"MAP2",33943.7266363022,0.77999324123151,0.13155927798368,5.92883491902613,3.05091611019368e-09,4.03287264266619e-09
"HLA-C",7765.33610577362,-2.44146471796737,0.11673005095367,-20.9154771887864,3.87136520516154e-97,1.6159782250927e-96
"GPM6B",42647.0136884806,-2.81368709490484,0.116945524759284,-24.0598099046237,6.59038207679815e-128,3.85581018652222e-127
"TTC3",19789.0923475844,1.1629796578981,0.0506413511190335,22.9650203282391,1.04304119980532e-116,5.4078906651153e-116
"RPL35A",10972.5712255797,-0.648866379349987,0.0683191530299637,-9.49757645656708,2.1483182725155e-21,3.49844594271605e-21
"CBX5",7825.83224003915,1.31456850162296,0.037628967517313,34.9350138564958,2.18698660443426e-267,5.1129163405908e-266
"CTNNB1",12027.7005465173,0.58506889278328,0.0512083566096034,11.4252620376722,3.12710926113376e-30,5.84817321742496e-30
"USP22",12498.50257013,2.36938373488446,0.0589612878423591,40.1854135414974,0,0
"SFPQ",13888.3998503733,0.282465384451422,0.0569799461839536,4.95727713640714,7.14879705419345e-07,8.97528616264756e-07
"ITGB1",4078.07018348428,1.28556144964748,0.131755804028711,9.75715232527701,1.71914641703664e-22,2.85051014316966e-22
"BCAN",13277.9304540464,-3.32710410643794,0.13081694679346,-25.4332805342945,1.0809214711334e-142,7.40770004008373e-142
"COL4A1",1892.06165235338,1.60714772744819,0.15710154120752,10.2299933857763,1.45529318368716e-24,2.48406103428177e-24
