"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MT-CO1",43527.4519623892,-2.77557038612148,0.0603248338059832,-46.0104108209941,0,0
"EEF1A1",2387.04967726092,2.6481439030678,0.0220169467525344,120.277526799349,0,0
"MT-ND4",38052.5790962867,-3.58777713182306,0.0471336769271684,-76.1191862321063,0,0
"MT-CO3",23561.0277605925,-3.1564521476219,0.0484963745915886,-65.0863528295447,0,0
"GFAP",4715.36526860558,-4.15783287009374,0.0754041335113636,-55.1406491458078,0,0
"MT-CYB",19568.9075243325,-3.53369355279723,0.0491003492666506,-71.9688068532201,0,0
"MT-ND2",20910.1281009096,-3.75798330825806,0.0478876909616976,-78.4749323425061,0,0
"MT-ND1",18838.3354914084,-3.89452984130235,0.0504202961748449,-77.2413122643527,0,0
"MT-CO2",23425.4078227638,-3.6073249781667,0.0452317533906638,-79.7520482350187,0,0
"MT-ND5",9009.35222355472,-2.40924794347219,0.0518332977864517,-46.4806995958094,0,0
"MT-ATP6",19279.820700779,-3.96162137439734,0.0462786850481484,-85.6035855443099,0,0
"ACTB",1720.90074867726,0.444701125967155,0.0250684827062154,17.7394512136507,2.07956043823095e-70,3.95027172772644e-70
"FN1",122.319307016844,2.61051120390645,0.05308947001461,49.1719205934444,0,0
"ACTG1",1091.57910360779,1.87503792575158,0.0230238908019366,81.4387951142412,0,0
"CLU",2670.68377241135,-4.29834187883099,0.0457130566704848,-94.028756593874,0,0
"VIM",158.584199319105,0.808052837891706,0.0559926827748196,14.4314006374971,3.28344821604052e-47,5.50512530754715e-47
"COL1A1",30.8565806065205,4.45176135295799,0.0730299544596352,60.9580190196963,0,0
"TPT1",641.099667007681,0.465837396362205,0.0206246608813141,22.5864269498972,5.89251628646327e-113,1.35203386461149e-112
"SPARC",586.285537074583,0.0872902752142384,0.0576473420842337,1.51421161944796,0.129972175615431,0.135559588207641
"EEF2",1176.17970814535,1.14506341837582,0.023774997465383,48.1625043301502,0,0
"IGF2",18.6576585215015,1.03124145132236,0.0726785880773686,14.1890683157544,1.07071795075986e-45,1.77757419283072e-45
"RPL13A",672.630477755977,1.00994198109557,0.0172334883007072,58.6034564490421,0,0
"RPL3",903.680080970684,0.927049758767945,0.0189124248180164,49.0180274443083,0,0
"RPLP0",332.057486662583,2.07191925950256,0.0216729425191105,95.5993519419712,0,0
"COL1A2",36.1802464446552,4.04824397972568,0.0559890470635402,72.3042129138483,0,0
"FTH1",416.072304312781,0.0546082344487069,0.0442708903835116,1.23350205915545,0.217388508941539,0.224696014095605
"RPS3A",268.047668502597,2.52927907838178,0.0213627959034907,118.3964444452,0,0
"FTL",1198.14403175758,-1.48238650176283,0.0319739808011785,-46.3622753444635,0,0
"CD74",131.177503150577,-0.900037754070241,0.0534900629878207,-16.8262608753176,1.56690101900802e-63,2.87665416963478e-63
"RPL4",772.742992394717,0.814171540430674,0.019670986879229,41.3894608048555,0,0
"RPL10",437.838224898216,1.51461897344582,0.0207193602376217,73.1016284323112,0,0
"HNRNPA1",485.716412274781,2.1769407750067,0.0175634605169691,123.947144294453,0,0
"GNAS",1291.55713960392,-0.091599628757095,0.0243359279081664,-3.76396696697795,0.000167238985219857,0.000190025524160493
"TUBA1A",777.267267309381,1.74214240267557,0.0343098726744397,50.7767084770745,0,0
"EEF1G",473.968273955508,1.68672682111398,0.0189446331690948,89.0345464099883,0,0
"LRP1",383.826503970314,-1.7380877880448,0.0307677999667349,-56.490479979848,0,0
"RPS4X",416.866294177613,1.12041177623616,0.0212699224505871,52.6758749985587,0,0
"B2M",364.374978284103,-0.805743944782496,0.0304053818662971,-26.5000435885209,9.68112033162168e-155,2.60366893857926e-154
"TMSB4X",801.302294079952,0.223566058402928,0.0326990679448587,6.83707739865653,8.08250792108601e-12,1.03356878786266e-11
"MAP1B",744.41991118745,1.26815917705467,0.0352489678627965,35.9772002967822,1.90153766812888e-283,7.59294554982019e-283
"RPS6",568.767145581138,0.785538451262372,0.0193675475773521,40.559520926695,0,0
"HBA2",33.0826498114946,0.542491213553536,0.108390904462669,5.00495144166248,5.5876114603593e-07,6.67194806293551e-07
"HSP90AB1",915.727529101422,0.61091563078215,0.0233178364191385,26.199498950114,2.69256213106123e-151,7.1660413115492e-151
"HSP90AA1",1310.12837211345,0.411335853300024,0.0388031754492939,10.60057195158,2.9616337376588e-26,4.33925187706411e-26
"TUBA1B",199.421526445242,3.23672528390878,0.0375521442357222,86.1928220021531,0,0
"RPS11",473.147953150397,1.51675931879398,0.0190891728815737,79.4565237689302,0,0
"RPS2",249.343317606584,1.04835988413403,0.0205975034724836,50.8974248036681,0,0
"RPS18",396.452419662938,1.16231530237591,0.0273653127156237,42.4740369114186,0,0
"COL3A1",26.7760691564392,5.35367481476048,0.0658623375452003,81.2858306325118,0,0
"AHNAK",247.915592383316,-1.09993492572341,0.0445984479261778,-24.6630763371877,2.66445451096455e-134,6.66838452145645e-134
"PABPC1",189.891757899544,1.4855585536545,0.0265971916355705,55.8539628547757,0,0
"HBB",127.029678500418,-0.0113432761041494,0.127995607245818,-0.0886223859414516,0.92938201667535,0.931812832760813
"RPL7A",400.638473271074,1.43687819003041,0.0196103699217553,73.2713455056437,0,0
"RPL15",578.004909535067,0.63677864203338,0.0188333524508852,33.8112210077315,1.34916153630545e-250,4.86527364926707e-250
"RACK1",295.177948717838,1.75534547967187,0.019610958176889,89.508399530447,0,0
"PTMA",394.401874386871,1.75423433826581,0.0208686615079065,84.0607021011474,0,0
"TUBB",289.677086083803,2.67956115386277,0.0248686943077783,107.748365101125,0,0
"RPL13",521.127795529903,-0.355082351150958,0.0233077469506276,-15.2345206039487,2.08651938995446e-52,3.60230790939444e-52
"RPL7",337.962139574936,1.36930806541999,0.0206839983531489,66.2013234598585,0,0
"RPS3",334.252922376799,1.42609099672813,0.0184925928991104,77.1168761735268,0,0
"SPTBN1",768.910505385503,-0.586471981312267,0.0261462044851906,-22.430482468094,1.98473111154825e-111,4.51878989958521e-111
"RPS8",379.377292049412,1.1621713603811,0.0179639512272415,64.6946401534826,0,0
"MT-ND3",4288.4022382172,-3.58099803938985,0.0485346324951379,-73.7823252241291,0,0
"RPLP1",362.879469822807,0.182678633925286,0.0230468748904973,7.92639500119856,2.25599221283777e-15,3.00137788612151e-15
"HSPA8",732.487934314016,0.719742653414395,0.0319923155051799,22.4973604457564,4.40509336299197e-112,1.00652838613963e-111
"APP",934.437552970786,-1.72592860762748,0.0298533868670022,-57.8134941712492,0,0
"RPL6",327.370838195516,1.75263225510976,0.0181776503504484,96.4168757413975,0,0
"RPSA",370.205808481304,1.00145450149154,0.0244072099355655,41.0310930309265,0,0
"RPL19",407.699067003784,1.06472502536176,0.0169837098257897,62.6909571750323,0,0
"MBP",5455.77934616506,-6.54669023724079,0.0723680004796764,-90.4638817412034,0,0
"RPS24",362.872921043656,0.950333508099178,0.0216941488467024,43.8059826552555,0,0
"RPL18A",173.544341436696,1.83422707702713,0.0202324190731297,90.6578234860278,0,0
"EIF4G2",468.957814618129,1.29207084779795,0.0175683205762559,73.5454958366496,0,0
"PKM",774.255174794301,1.57484881583229,0.0239484065859912,65.7600667575732,0,0
"RPL37A",429.602937525938,0.949967206459056,0.0221476076677275,42.8925426488978,0,0
"SRRM2",512.320434577098,0.282544191264535,0.0236161834392927,11.9640073084137,5.48496245438021e-33,8.4147636373229e-33
"PTPRZ1",193.264060693123,-0.448738895570797,0.0457039651516143,-9.81837996073623,9.38394197220941e-23,1.33641278861187e-22
"HBA1",6.59209545222838,2.16551553412338,0.078270131507864,27.6672019377635,1.73311944312932e-168,4.88981197153758e-168
"RPS23",245.031403080363,1.66941158270825,0.0284242908105974,58.7318640184276,0,0
"RPL9",318.252475808322,1.1078185266246,0.034613312779204,32.0055619550576,9.12459021696512e-225,3.04859928806214e-224
"GLUL",1422.83287861659,-1.06377146635808,0.0419571110695453,-25.3537824516766,8.16349157041502e-142,2.10163763285813e-141
"RPS27",290.424167607429,1.09376412834881,0.0214061555461813,51.0957759785095,0,0
"FLNA",161.758696571076,0.502370596549488,0.0369275917667891,13.6042068413813,3.78047427873357e-42,6.13973368245107e-42
"ENO1",635.184302298246,-0.342989043550717,0.0263704278135899,-13.0065786560338,1.12256524946911e-38,1.79074772768688e-38
"RPL5",338.748628193534,1.21206516922149,0.0177589910927189,68.2507898615047,0,0
"RPL23A",160.425518762899,2.0597162667398,0.0326480708447522,63.0884525010418,0,0
"H3-3B",397.487964539822,2.09033811260967,0.0237451289778662,88.0322913620791,0,0
"RPL21",309.914106195198,0.83453242976357,0.0213674748108964,39.0562028105444,0,0
"RPL27A",277.601938676913,0.945467268885507,0.019033765266759,49.6731600728886,0,0
"RPL32",370.403247821765,0.787039710271841,0.0187852287056001,41.8967329387486,0,0
"RPL28",278.98582840071,0.17596483695502,0.0223172646085062,7.88469555036555,3.15303289285045e-15,4.18995588950545e-15
"DYNC1H1",495.051788702239,0.677044771271122,0.0172975430111064,39.1410948269592,0,0
"MT-ND4L",3506.8818083332,-3.24047839766398,0.0537486278675471,-60.289509262441,0,0
"RPS20",281.014759807552,0.948582629686276,0.0199448284449341,47.5603303535666,0,0
"RPL41",151.553576129784,1.88010095058019,0.020503409470572,91.6969908482123,0,0
"DDX5",426.18855840908,1.25992225821217,0.0192518952398504,65.4440636890747,0,0
"SPTAN1",700.144029841716,-0.0233741255587954,0.0220339180040885,-1.06082475002668,0.288769552163044,0.297141181985952
"IGFBP5",107.480642929136,1.66722917984329,0.0744263762058285,22.4010527562503,3.84387416149319e-111,8.74126020509624e-111
"RPL37",367.360695056195,0.562481138855644,0.0204303434002872,27.5316536699885,7.33964838797167e-167,2.05968659008478e-166
"RPS14",278.830360225026,1.23220041952396,0.020945145026095,58.8298824376149,0,0
"RPL26",268.698033654286,0.802746479498358,0.0235461138557102,34.0925251792105,9.51942203035379e-255,3.47976329780892e-254
"RPL8",353.3422890393,0.534286874947828,0.0196924395493609,27.131573699063,4.17784682732397e-162,1.1513356940864e-161
"RPL17",273.882899955548,0.832650636625535,0.0200963661125809,41.4328954777687,0,0
"PPIA",366.246338351466,1.04624254973617,0.0171727948380968,60.9244190942727,0,0
"TMSB10",288.544904254082,2.25141850615256,0.0338091279267663,66.5920313303953,0,0
"SPP1",124.52388842241,-0.311309782045344,0.0844561385305675,-3.68605275426689,0.000227759158379484,0.000257798259976779
"MACF1",457.80283181058,0.521817031979355,0.0225249535519758,23.1661757159798,9.98853619603444e-119,2.345684424227e-118
"SPARCL1",1040.33106925881,-2.47680650169581,0.0476914495777961,-51.9339739853274,0,0
"RPS27A",348.239024079276,0.599637825599081,0.0190185559176524,31.5290933862395,3.46939382227784e-218,1.13799283959484e-217
"DST",504.794696223563,1.19434585541248,0.0316133831112888,37.7797545807742,0,0
"RPS12",287.885323494973,0.455939376486578,0.0218569847321939,20.8601223852716,1.23355502350322e-96,2.62701532783094e-96
"RPL30",183.135403596491,1.46096602833107,0.019552291013308,74.7209637651509,0,0
"RPS7",235.555686553412,1.42576580803716,0.0177690206253192,80.2388515439943,0,0
"HLA-B",151.133745602508,-0.895112683557228,0.0448709468388707,-19.9486025283026,1.54136597167454e-88,3.17608110988304e-88
"CANX",343.885791023504,0.819539409999774,0.019036098701429,43.0518575709137,0,0
"UBC",412.362700813149,0.342221999010706,0.0363341422950775,9.4187443928481,4.56514281019891e-21,6.40311529665661e-21
"RPS17",212.503735296133,1.0534349813285,0.0204731687750371,51.454417872672,0,0
"RPL29",210.454835187936,1.27872945750026,0.0204127702479432,62.6436021161363,0,0
"RPL11",257.523369214342,1.03204661211319,0.0166506757617371,61.9822658780501,0,0
"RPS10",237.935695551681,1.098674752016,0.0192422927421272,57.0968733684562,0,0
"RPL39",59.3265171668895,3.38305638380902,0.0227484681758439,148.715788582258,0,0
"RPL23",216.810301669085,1.52923843977512,0.0189614852514613,80.6497180729691,0,0
"RPS15A",163.963050581023,1.81395447860176,0.0181956414588655,99.6917026916871,0,0
"RPL10A",225.599941401174,1.48511484824648,0.019562828630708,75.9151386684074,0,0
"RPL31",366.85583102846,0.14253705276827,0.0230987652665921,6.17076502242405,6.79603580242594e-10,8.48305782349922e-10
"ALDOA",815.244096157114,-0.64498638903037,0.0233411640418401,-27.6330001311932,4.46754961659841e-168,1.25892723819852e-167
"HSP90B1",271.743819394448,0.864438044099873,0.0297618671262191,29.045155011069,1.77163434688431e-185,5.25233178375087e-185
"A2M",169.765148935243,0.437205005948353,0.0409908384659023,10.6659200521608,1.46937502897791e-26,2.15753483570556e-26
"RPL12",220.118026286111,1.47152388938711,0.0241335000037437,60.9743256949402,0,0
"RPS19",241.290607503584,0.92800837329679,0.0197651975418013,46.9516366499324,0,0
"HLA-A",151.688469149158,0.835630464753199,0.0433847433599605,19.2609290740762,1.14309056959388e-82,2.29977983735647e-82
"APOE",724.999167539695,-3.41592830217151,0.0509917435494376,-66.9898313804409,0,0
"CALM1",1629.49267621104,-1.49016115417155,0.0235510796458798,-63.2735813634877,0,0
"UBB",200.525209572024,1.84461229151077,0.0328264578864625,56.1928520552162,0,0
"NACA",363.259772991825,0.251484216853891,0.0173243877188712,14.5161965279704,9.56735379003796e-48,1.60807612665064e-47
"RPL18",280.912587121284,0.802649446706172,0.0187102135824809,42.898999691683,0,0
"MYH9",170.84431061608,-0.374156246221753,0.0293787109132872,-12.7356250356285,3.74832195801158e-37,5.92436813044711e-37
"HNRNPU",357.604979649804,1.12275194955949,0.0147561109319459,76.0872532564674,0,0
"PLP1",1718.83706508624,-6.71679809628673,0.0713571717111305,-94.1292645885378,0,0
"HSPA5",184.972382542183,0.802009898494775,0.0427018332710938,18.7816268543599,1.0675839435547e-78,2.11457377727851e-78
"DPYSL2",529.118800205712,-1.62367124574646,0.0289302332179475,-56.1236832594622,0,0
"CST3",867.783689755892,-4.15688428871607,0.050315875940521,-82.6157591617798,0,0
"CALR",163.368502331229,2.20988260137537,0.024562596687262,89.9694209660418,0,0
"SCD",735.853294689507,-2.51673720409641,0.0513406496969472,-49.0203614280725,0,0
"RPS9",273.169741955589,0.907136485718425,0.0228601831667211,39.6819430143061,0,0
"CTSB",295.318842335179,-0.690931343555246,0.0273858762323865,-25.2294773295642,1.9027126060624e-140,4.86573159210976e-140
"TNR",149.397163427896,-3.41184485903432,0.0697993731994309,-48.8807377866559,0,0
"NPM1",182.715076083812,1.55530189685151,0.0186418795991802,83.430530090963,0,0
"PCBP2",228.355687852594,1.63924126110677,0.0158598624946428,103.357848257542,0,0
"MYL6",202.699752625452,2.18121179065471,0.0209184470856295,104.272166175908,0,0
"APOD",204.705064919876,-2.59998701488663,0.0616355735717081,-42.1832208937222,0,0
"VCAN",55.5694049723808,1.14015334045604,0.0611076908443533,18.658098918516,1.08523947728838e-77,2.1399612463677e-77
"NTRK2",493.638794423516,-3.25893871139843,0.0451210998135902,-72.2264910399383,0,0
"RPS5",207.095279396133,1.19240944140993,0.0199214882514933,59.8554398324405,0,0
"HNRNPC",256.484278454784,1.80447955932751,0.0134801068153892,133.86240806842,0,0
"SLC1A2",930.076645599788,-3.72284767190314,0.055040219338022,-67.6386779827271,0,0
"ITM2C",600.668913129003,-2.11443330938952,0.0414068438107375,-51.0648268449093,0,0
"PEA15",929.28347654926,-2.640069773241,0.0287020894399797,-91.9817973099755,0,0
"DPYSL3",219.90429380028,3.72350414059358,0.0371005786217792,100.362427727954,0,0
"RPL24",272.235777289259,1.0052310630859,0.0171878190368392,58.4850853346405,0,0
"HLA-DRA",35.7115059422253,-0.0104475013488327,0.0623863902320584,-0.167464431103823,0.867004632148262,0.871247227342277
"RPS25",237.179054870992,0.567766926111042,0.0192426158642788,29.5057039082208,2.43257625026199e-191,7.34434940352137e-191
"APLP2",414.144456160385,-0.531784054762138,0.022946651657334,-23.1747996484782,8.17635549129773e-119,1.92129317838014e-118
"PCDHGC3",68.9946302647516,0.861475564140577,0.0410119849073463,21.0054589185774,5.84659548305405e-98,1.25020171169806e-97
