"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MT-CO1",43527.4519623892,-2.71398960363514,0.0910346661177105,-29.8127045374766,2.67398338135002e-195,1.68037207024728e-194
"EEF1A1",2387.04967726092,2.19785380889601,0.0332638231363018,66.0733975132711,0,0
"MT-ND4",38052.5790962867,-4.12318677257897,0.0712249372205928,-57.889651201923,0,0
"MT-CO3",23561.0277605925,-3.17509892737111,0.0731798742231656,-43.3875974928365,0,0
"GFAP",4715.36526860558,-3.46219929061433,0.113042594254006,-30.6273870788455,5.28757814945772e-206,3.50271594002095e-205
"MT-CYB",19568.9075243325,-3.69461682958986,0.074128299694382,-49.8408414171392,0,0
"MT-ND2",20910.1281009096,-4.04446374344101,0.0723480666028347,-55.9028586851351,0,0
"MT-ND1",18838.3354914084,-3.91079125092219,0.0760708648563276,-51.4098434178232,0,0
"MT-CO2",23425.4078227638,-4.11751872817659,0.0684087363844316,-60.1899544677695,0,0
"MT-ND5",9009.35222355472,-2.74257234450165,0.0783068215707967,-35.0234154507485,9.90414457754551e-269,8.41193963380896e-268
"MT-ATP6",19279.820700779,-4.18547499671419,0.0699107423391187,-59.868839275251,0,0
"ACTB",1720.90074867726,0.557508775496652,0.0377417551514636,14.7716706141323,2.23113202842913e-49,5.35993698076771e-49
"FN1",122.319307016844,1.66803998615346,0.0810689502850021,20.575571538664,4.54343118019173e-94,1.59200056588071e-93
"ACTG1",1091.57910360779,1.51166925049056,0.034835912760637,43.3939900147723,0,0
"CLU",2670.68377241135,-1.34965274840515,0.0636545880825284,-21.2027567699491,9.00632617055744e-100,3.30270251790212e-99
"VIM",158.584199319105,3.43874260430343,0.0820340779107156,41.918464763462,0,0
"COL1A1",30.8565806065205,5.50786607991549,0.108295304057775,50.859694497714,0,0
"TPT1",641.099667007681,0.778047117579831,0.0305802479180116,25.4427995373303,8.48144764668357e-143,4.10507777512041e-142
"SPARC",586.285537074583,0.388497919582559,0.0867419559271089,4.47877748928122,7.50717362348501e-06,9.60637550573914e-06
"EEF2",1176.17970814535,1.5095636320072,0.035690605692115,42.2958255466283,0,0
"IGF2",18.6576585215015,0.743123422717076,0.112562341893766,6.60188310064142,4.05967588857315e-11,5.88952601470811e-11
"RPL13A",672.630477755977,1.70011607918363,0.0252362718036417,67.3679572169728,0,0
"RPL3",903.680080970684,1.32167697746445,0.0281738331658138,46.9115072019443,0,0
"RPLP0",332.057486662583,2.74811458870051,0.0320267247605894,85.8069193538708,0,0
"COL1A2",36.1802464446552,5.10717843884569,0.0827018032426275,61.7541364105742,0,0
"FTH1",416.072304312781,0.260331479942364,0.0664243350320733,3.91921845836562,8.88365668510059e-05,0.000110409652954346
"RPS3A",268.047668502597,3.06204551675044,0.0316232013143526,96.8290808483292,0,0
"FTL",1198.14403175758,-0.953290243721397,0.047309312217663,-20.1501606984996,2.68241838640302e-90,9.04627901572867e-90
"CD74",131.177503150577,-0.0919004123840083,0.0758927817451783,-1.21092428384794,0.225924424706929,0.238908587046408
"RPL4",772.742992394717,1.05995526412534,0.0293571359546017,36.1055406005705,1.8565448508282e-285,1.67453064976661e-284
"RPL10",437.838224898216,1.75220834351541,0.0308974447283237,56.7104612993824,0,0
"HNRNPA1",485.716412274781,1.93141056075557,0.0266050192773338,72.5957211540546,0,0
"GNAS",1291.55713960392,-0.628654072666812,0.0371975543769871,-16.9004141050665,4.46758071148004e-64,1.24219483031964e-63
"TUBA1A",777.267267309381,0.980395707826383,0.0520745034226301,18.8267893765518,4.55556424278553e-79,1.41898669534219e-78
"EEF1G",473.968273955508,2.50907645505331,0.027824871183108,90.1738749675336,0,0
