"","comparison","gene","prob","log2FC","direction"
"29","cluster4 vs_Normal_Brain","RPSA",1,1.45991325671317,"up"
"30","cluster4 vs_Normal_Brain","RPL19",1,1.19376251593009,"up"
"31","cluster4 vs_Normal_Brain","RPS23",1,1.65764609827118,"up"
"32","cluster4 vs_Normal_Brain","GLUL",1,-1.4284371210939,"down"
"33","cluster4 vs_Normal_Brain","FLNA",1,1.82762750957296,"up"
"34","cluster4 vs_Normal_Brain","RPL23A",1,2.36508161628723,"up"
"35","cluster4 vs_Normal_Brain","RPL21",1,0.957145312611939,"up"
"36","cluster4 vs_Normal_Brain","RPL27A",1,1.32171405363869,"up"
"37","cluster4 vs_Normal_Brain","RPL32",1,0.9829021253222,"up"
"38","cluster4 vs_Normal_Brain","RPL28",1,0.60135412000981,"up"
"39","cluster4 vs_Normal_Brain","DYNC1H1",1,0.529222531119435,"up"
"40","cluster4 vs_Normal_Brain","RPS20",1,0.931670671211593,"up"
"41","cluster4 vs_Normal_Brain","RPL41",1,2.41624831445626,"up"
"42","cluster4 vs_Normal_Brain","DDX5",1,0.395378100709034,"up"
"43","cluster4 vs_Normal_Brain","RPL37",1,0.857921954995211,"up"
"44","cluster4 vs_Normal_Brain","RPS14",1,1.36570692925326,"up"
"45","cluster4 vs_Normal_Brain","RPL26",1,1.36449464890083,"up"
"46","cluster4 vs_Normal_Brain","RPL8",1,1.50338516604939,"up"
"47","cluster4 vs_Normal_Brain","RPL17",1,1.23535291934038,"up"
"48","cluster4 vs_Normal_Brain","HNRNPA2B1",1,0.223499011485838,"up"
"49","cluster4 vs_Normal_Brain","PPIA",1,0.670149980213312,"up"
"50","cluster4 vs_Normal_Brain","TMSB10",1,1.0701579532508,"up"
"51","cluster4 vs_Normal_Brain","SPARCL1",1,-2.80295741693092,"down"
"52","cluster4 vs_Normal_Brain","RPS27A",1,0.68944455937241,"up"
"53","cluster4 vs_Normal_Brain","HLA-B",1,-1.37340761859177,"down"
"54","cluster4 vs_Normal_Brain","CANX",1,1.25321923949914,"up"
"55","cluster4 vs_Normal_Brain","RPL29",1,1.86977673865908,"up"
"56","cluster4 vs_Normal_Brain","RPL11",1,1.44936281391157,"up"
"57","cluster4 vs_Normal_Brain","RPS10",1,0.82892881427258,"up"
"58","cluster4 vs_Normal_Brain","RPL23",1,1.63368966992265,"up"
"59","cluster4 vs_Normal_Brain","RPL31",1,0.475494010477671,"up"
"60","cluster4 vs_Normal_Brain","ALDOA",1,-1.37419918544582,"down"
"61","cluster4 vs_Normal_Brain","RPL12",1,2.05642572552413,"up"
"62","cluster4 vs_Normal_Brain","HLA-A",1,1.41305685257663,"up"
"63","cluster4 vs_Normal_Brain","APOE",1,-3.00909372950458,"down"
"64","cluster4 vs_Normal_Brain","UBB",1,1.42744589286225,"up"
"65","cluster4 vs_Normal_Brain","NACA",1,0.436119606323845,"up"
"66","cluster4 vs_Normal_Brain","RPL18",1,1.34677561065789,"up"
"67","cluster4 vs_Normal_Brain","MYH9",1,0.480973763034227,"up"
"68","cluster4 vs_Normal_Brain","HSPA5",1,1.47796021939677,"up"
"69","cluster4 vs_Normal_Brain","DPYSL2",1,-0.933282796226486,"down"
"70","cluster4 vs_Normal_Brain","CST3",1,-2.89699985081384,"down"
"71","cluster4 vs_Normal_Brain","CALR",1,2.19363977374921,"up"
"72","cluster4 vs_Normal_Brain","SCD",1,-2.12212087643104,"down"
"73","cluster4 vs_Normal_Brain","RPS9",1,1.10068902633978,"up"
"74","cluster4 vs_Normal_Brain","APOD",1,-2.24163724828375,"down"
"75","cluster4 vs_Normal_Brain","RPS5",1,1.49700836096813,"up"
"76","cluster4 vs_Normal_Brain","DPYSL3",1,2.06494186590916,"up"
"77","cluster4 vs_Normal_Brain","CSDE1",1,0.400874608690613,"up"
"78","cluster4 vs_Normal_Brain","RPS16",1,1.12488626894331,"up"
"79","cluster4 vs_Normal_Brain","RPLP2",1,0.582245924383477,"up"
"80","cluster4 vs_Normal_Brain","NCL",1,0.888243614858492,"up"
"81","cluster4 vs_Normal_Brain","RPL14",1,0.858290324372706,"up"
"82","cluster4 vs_Normal_Brain","RPL27",1,1.23723294284745,"up"
"83","cluster4 vs_Normal_Brain","CLTC",1,0.290215036185436,"up"
"84","cluster4 vs_Normal_Brain","NUCKS1",1,0.461753325501734,"up"
"85","cluster4 vs_Normal_Brain","RPS15",1,0.774968733598195,"up"
"86","cluster4 vs_Normal_Brain","RHOA",1,0.372830767886809,"up"
"87","cluster4 vs_Normal_Brain","SON",1,1.12832680060124,"up"
"88","cluster4 vs_Normal_Brain","STMN1",1,0.752710986531656,"up"
"89","cluster4 vs_Normal_Brain","CCNI",1,1.01542682982534,"up"
"90","cluster4 vs_Normal_Brain","LDHA",1,0.858685038715079,"up"
"91","cluster4 vs_Normal_Brain","MSN",1,0.91710973067469,"up"
"92","cluster4 vs_Normal_Brain","FOS",1,-1.96004239839429,"down"
"93","cluster4 vs_Normal_Brain","HMGB1",1,0.440740750937181,"up"
"94","cluster4 vs_Normal_Brain","RPS13",1,1.02386465026141,"up"
"95","cluster4 vs_Normal_Brain","SEPTIN2",1,0.325302994106539,"up"
"96","cluster4 vs_Normal_Brain","UBA52",1,0.608720450354322,"up"
"97","cluster4 vs_Normal_Brain","PRPF8",1,1.37046756804699,"up"
"98","cluster4 vs_Normal_Brain","SDC3",1,-1.97636779314725,"down"
"99","cluster4 vs_Normal_Brain","MARCKS",1,0.525959532710728,"up"
"100","cluster4 vs_Normal_Brain","EIF4A1",1,1.40026440590644,"up"
"101","cluster4 vs_Normal_Brain","NONO",1,1.65556362165242,"up"
"102","cluster4 vs_Normal_Brain","HDLBP",1,1.20479065938619,"up"
"103","cluster4 vs_Normal_Brain","MAP2",1,-1.2813713901149,"down"
"104","cluster4 vs_Normal_Brain","HLA-C",1,-1.51601651593887,"down"
"105","cluster4 vs_Normal_Brain","TTC3",1,0.535740358776546,"up"
"106","cluster4 vs_Normal_Brain","TLN1",1,0.598028661332141,"up"
"107","cluster4 vs_Normal_Brain","CTNNB1",1,0.653058978800644,"up"
"108","cluster4 vs_Normal_Brain","TPM4",1,1.06528345159829,"up"
"109","cluster4 vs_Normal_Brain","HMGN2",1,2.09515051406608,"up"
"110","cluster4 vs_Normal_Brain","YWHAQ",1,0.310814181504145,"up"
"111","cluster4 vs_Normal_Brain","HNRNPH1",1,1.15339890575947,"up"
"112","cluster4 vs_Normal_Brain","BSG",1,1.28598612074034,"up"
"113","cluster4 vs_Normal_Brain","RPL38",1,0.430947628224849,"up"
"114","cluster4 vs_Normal_Brain","MAP1A",1,-2.18364082491574,"down"
"115","cluster4 vs_Normal_Brain","RPS26",1,0.768684055840434,"up"
"116","cluster4 vs_Normal_Brain","DDR1",1,-1.19597094600371,"down"
"117","cluster4 vs_Normal_Brain","COL6A3",1,8.44691358692567,"up"
"118","cluster4 vs_Normal_Brain","HSPG2",1,3.21401089371181,"up"
"119","cluster4 vs_Normal_Brain","FCGBP",1,1.86408223839995,"up"
"120","cluster4 vs_Normal_Brain","PRRC2C",1,0.668590990283431,"up"
"121","cluster4 vs_Normal_Brain","CD63",1,0.724880615596402,"up"
"122","cluster4 vs_Normal_Brain","PRKDC",1,2.4334685244164,"up"
"123","cluster4 vs_Normal_Brain","RPS29",1,0.577760804625424,"up"
"124","cluster4 vs_Normal_Brain","EEF1B2",1,0.578420872392747,"up"
"125","cluster4 vs_Normal_Brain","COL6A2",1,2.63314939600583,"up"
"126","cluster4 vs_Normal_Brain","ZMIZ1",1,1.7885536296999,"up"
"127","cluster4 vs_Normal_Brain","SARAF",1,-0.843673430048601,"down"
"128","cluster4 vs_Normal_Brain","CRYAB",1,-2.05210493518944,"down"
"129","cluster4 vs_Normal_Brain","SOD2",1,-1.64937735048422,"down"
"130","cluster4 vs_Normal_Brain","RTN3",1,-1.13128493977813,"down"
"131","cluster4 vs_Normal_Brain","GANAB",1,2.07262347276597,"up"
"132","cluster4 vs_Normal_Brain","NES",1,1.6865690954577,"up"
"133","cluster4 vs_Normal_Brain","OAZ1",1,-0.697375584067731,"down"
"134","cluster4 vs_Normal_Brain","LYZ",1,1.2733239300526,"up"
"135","cluster4 vs_Normal_Brain","C4A",1,1.83861894098713,"up"
"136","cluster4 vs_Normal_Brain","KMT2C",1,0.614554338927892,"up"
"137","cluster4 vs_Normal_Brain","EIF3C",1,5.49184087452909,"up"
"138","cluster4 vs_Normal_Brain","CAPRIN1",1,1.15333638728293,"up"
"139","cluster4 vs_Normal_Brain","GDI1",1,-1.06736135732013,"down"
"140","cluster4 vs_Normal_Brain","FSTL1",1,2.40137330699722,"up"
"141","cluster4 vs_Normal_Brain","C4B",1,1.9634822029009,"up"
"142","cluster4 vs_Normal_Brain","UBR4",1,1.57991715760396,"up"
"143","cluster4 vs_Normal_Brain","CTNNA1",1,0.658702541249244,"up"
"144","cluster4 vs_Normal_Brain","TOP2B",1,1.30326518971505,"up"
"145","cluster4 vs_Normal_Brain","SCARB2",1,1.89626178936451,"up"
"146","cluster4 vs_Normal_Brain","ANK2",1,-2.70752888729309,"down"
"147","cluster4 vs_Normal_Brain","FUS",1,1.05568666725052,"up"
"148","cluster4 vs_Normal_Brain","SORL1",1,-1.96875159694626,"down"
"149","cluster4 vs_Normal_Brain","CD24",1,3.74890631912081,"up"
"150","cluster4 vs_Normal_Brain","GTF2I",1,3.84651590314631,"up"
"151","cluster4 vs_Normal_Brain","ST13",1,0.296010548160249,"up"
"152","cluster4 vs_Normal_Brain","MAGED1",1,0.522146257277403,"up"
"153","cluster4 vs_Normal_Brain","CDK6",1,5.70968705025815,"up"
"154","cluster4 vs_Normal_Brain","RPS21",1,0.577547229895863,"up"
"155","cluster4 vs_Normal_Brain","TLE5",1,-0.920039997577082,"down"
"156","cluster4 vs_Normal_Brain","PRDX1",1,1.64606352611885,"up"
"157","cluster4 vs_Normal_Brain","DDB1",1,0.821667792336374,"up"
"158","cluster4 vs_Normal_Brain","IRF2BP2",1,1.61261187693537,"up"
"159","cluster4 vs_Normal_Brain","SERBP1",1,1.52700780634718,"up"
"160","cluster4 vs_Normal_Brain","DKK3",1,-3.18279270801253,"down"
"161","cluster4 vs_Normal_Brain","MRFAP1",1,-0.613733702201682,"down"
"162","cluster4 vs_Normal_Brain","DDX39B",1,0.375694091707673,"up"
"163","cluster4 vs_Normal_Brain","PLXNB2",1,1.36524521570014,"up"
"164","cluster4 vs_Normal_Brain","POLR2A",1,0.466066042745472,"up"
"165","cluster4 vs_Normal_Brain","NOTCH2",1,1.25280362121362,"up"
"166","cluster4 vs_Normal_Brain","TIMP1",1,1.3652614505248,"up"
"167","cluster4 vs_Normal_Brain","PPIB",1,3.39736236627902,"up"
"168","cluster4 vs_Normal_Brain","SERPINE2",1,-1.70563148397959,"down"
"169","cluster4 vs_Normal_Brain","MACROH2A1",1,1.55443121993723,"up"
"170","cluster4 vs_Normal_Brain","NRCAM",1,2.19468537101608,"up"
"171","cluster4 vs_Normal_Brain","TRIM28",1,1.25177540888261,"up"
"172","cluster4 vs_Normal_Brain","SRSF3",1,0.490304681754572,"up"
"173","cluster4 vs_Normal_Brain","KMT2D",1,1.34029760051794,"up"
"174","cluster4 vs_Normal_Brain","TRIO",1,0.842032632829945,"up"
"175","cluster4 vs_Normal_Brain","CNBP",1,0.468168908017569,"up"
"176","cluster4 vs_Normal_Brain","YWHAB",1,-0.855823153752697,"down"
"177","cluster4 vs_Normal_Brain","RAD21",1,0.65230413906539,"up"
"178","cluster4 vs_Normal_Brain","SYNE1",1,-2.02313325762978,"down"
"179","cluster4 vs_Normal_Brain","ARHGDIA",1,0.6281911819761,"up"
"180","cluster4 vs_Normal_Brain","CDC42",1,0.645744081194706,"up"
"181","cluster4 vs_Normal_Brain","TAGLN2",1,1.30622835302994,"up"
"182","cluster4 vs_Normal_Brain","HIF1A",1,0.589135114973781,"up"
"183","cluster4 vs_Normal_Brain","EEF1D",1,1.31479761398226,"up"
"184","cluster4 vs_Normal_Brain","NAV1",1,1.08091436989788,"up"
"185","cluster4 vs_Normal_Brain","EWSR1",1,0.639175854669609,"up"
"186","cluster4 vs_Normal_Brain","H2AZ2",1,0.834183484336103,"up"
"187","cluster4 vs_Normal_Brain","PJA2",1,-0.883627319714854,"down"
"188","cluster4 vs_Normal_Brain","HDGF",1,1.06532054510084,"up"
"189","cluster4 vs_Normal_Brain","BGN",1,1.64648463730327,"up"
"190","cluster4 vs_Normal_Brain","TCF4",1,1.33645762507743,"up"
"191","cluster4 vs_Normal_Brain","LAMC1",1,1.31386480346028,"up"
"192","cluster4 vs_Normal_Brain","ANXA5",1,0.709483238011588,"up"
"193","cluster4 vs_Normal_Brain","XRCC6",1,0.902621910530645,"up"
"194","cluster4 vs_Normal_Brain","PGAM1",1,1.44217677889491,"up"
"195","cluster4 vs_Normal_Brain","HNRNPL",1,0.820059240892758,"up"
"196","cluster4 vs_Normal_Brain","BPTF",1,1.23236382173442,"up"
"197","cluster4 vs_Normal_Brain","COPA",1,1.00075931842669,"up"
"198","cluster4 vs_Normal_Brain","EIF3F",1,0.834116067883949,"up"
"199","cluster4 vs_Normal_Brain","FLNB",1,0.691071370766776,"up"
"200","cluster4 vs_Normal_Brain","COL5A2",1,1.27931783424899,"up"
"201","cluster4 vs_Normal_Brain","TPP1",1,-1.06331094935533,"down"
"202","cluster4 vs_Normal_Brain","DDX1",1,0.648193720609279,"up"
"203","cluster4 vs_Normal_Brain","SMARCA4",1,1.16381778348583,"up"
"204","cluster4 vs_Normal_Brain","COX4I1",1,-0.992101055321722,"down"
"205","cluster4 vs_Normal_Brain","MARCHF6",1,0.704558286653588,"up"
"206","cluster4 vs_Normal_Brain","XPO1",1,0.540279992299521,"up"
"207","cluster4 vs_Normal_Brain","ADGRG1",1,1.20416941450201,"up"
"208","cluster4 vs_Normal_Brain","EIF3H",1,0.483093295449944,"up"
"209","cluster4 vs_Normal_Brain","PTMS",1,0.85879460523698,"up"
"210","cluster4 vs_Normal_Brain","TNRC18",1,0.605805379712163,"up"
"211","cluster4 vs_Normal_Brain","CREBBP",1,1.41592315345853,"up"
"212","cluster4 vs_Normal_Brain","RPN2",1,2.1394209890713,"up"
"213","cluster4 vs_Normal_Brain","MTPN",1,0.755369224722856,"up"
"214","cluster4 vs_Normal_Brain","DCTN1",1,-1.02959743775001,"down"
"215","cluster4 vs_Normal_Brain","SYNE2",1,2.5351816421306,"up"
"216","cluster4 vs_Normal_Brain","CHD3",1,0.482163938648398,"up"
"217","cluster4 vs_Normal_Brain","ENAH",1,1.12050273221147,"up"
"218","cluster4 vs_Normal_Brain","SPEN",1,0.716447368758927,"up"
"219","cluster4 vs_Normal_Brain","MAZ",1,3.9496594062527,"up"
"220","cluster4 vs_Normal_Brain","PRKCSH",1,0.771632477684879,"up"
"221","cluster4 vs_Normal_Brain","TRIP12",1,0.676477339542132,"up"
"222","cluster4 vs_Normal_Brain","PTGDS",1,-3.66212758225059,"down"
"223","cluster4 vs_Normal_Brain","FSCN1",1,1.98622428088812,"up"
"224","cluster4 vs_Normal_Brain","RANBP2",1,1.1008778336704,"up"
"225","cluster4 vs_Normal_Brain","TUBB4B",1,1.28907408375511,"up"
"226","cluster4 vs_Normal_Brain","EIF5A",1,0.88041838286383,"up"
"227","cluster4 vs_Normal_Brain","PLD3",1,-1.025990541822,"down"
"228","cluster4 vs_Normal_Brain","KMT2E",1,0.959939581134933,"up"
"229","cluster4 vs_Normal_Brain","H1-10",1,1.22438650775617,"up"
"230","cluster4 vs_Normal_Brain","TUG1",1,1.48744624915656,"up"
"231","cluster4 vs_Normal_Brain","GDI2",1,1.10365372499082,"up"
"232","cluster4 vs_Normal_Brain","PTP4A2",1,-1.45358281848922,"down"
"233","cluster4 vs_Normal_Brain","TNS3",1,-2.02752559752262,"down"
"234","cluster4 vs_Normal_Brain","HMGN1",1,1.1584898225883,"up"
"235","cluster4 vs_Normal_Brain","TRA2B",1,0.828009095919667,"up"
"236","cluster4 vs_Normal_Brain","NFIA",1,2.22775786208544,"up"
"237","cluster4 vs_Normal_Brain","NOP53",1,0.582033126438602,"up"
"238","cluster4 vs_Normal_Brain","IPO5",1,0.724533577047025,"up"
"239","cluster4 vs_Normal_Brain","CTNND1",1,0.651629379246343,"up"
"240","cluster4 vs_Normal_Brain","SLC38A1",1,1.32426985887045,"up"
"241","cluster4 vs_Normal_Brain","BIRC6",1,1.02492748389151,"up"
"242","cluster4 vs_Normal_Brain","KIAA0100",1,1.03938498964388,"up"
"243","cluster4 vs_Normal_Brain","TAOK1",1,0.808018411870967,"up"
"244","cluster4 vs_Normal_Brain","ANTXR1",1,1.15249651254026,"up"
"245","cluster4 vs_Normal_Brain","AHCYL1",1,-1.61265616261361,"down"
"246","cluster4 vs_Normal_Brain","RBM3",1,1.50341830246738,"up"
"247","cluster4 vs_Normal_Brain","TPR",1,1.16449415927648,"up"
"248","cluster4 vs_Normal_Brain","EP300",1,1.26553337194165,"up"
"249","cluster4 vs_Normal_Brain","GLUD1",1,-1.37585889916706,"down"
"250","cluster4 vs_Normal_Brain","HCFC1",1,1.21790666641482,"up"
"251","cluster4 vs_Normal_Brain","CNTN1",1,-3.96128102013762,"down"
"252","cluster4 vs_Normal_Brain","KHSRP",1,0.653016700021739,"up"
"253","cluster4 vs_Normal_Brain","TCF12",1,1.29430679725962,"up"
"254","cluster4 vs_Normal_Brain","NDRG1",1,-2.54056014540811,"down"
"255","cluster4 vs_Normal_Brain","GSTP1",1,0.684968163548012,"up"
"256","cluster4 vs_Normal_Brain","EIF2S3",1,1.27878480708533,"up"
"257","cluster4 vs_Normal_Brain","TMEM30A",1,-1.58896194519126,"down"
"258","cluster4 vs_Normal_Brain","CLIP2",1,-1.64763446733926,"down"
"259","cluster4 vs_Normal_Brain","MLEC",1,0.613379450941746,"up"
"260","cluster4 vs_Normal_Brain","NCOR1",1,0.657908582399535,"up"
"261","cluster4 vs_Normal_Brain","FGFR1",1,1.37076792365683,"up"
"262","cluster4 vs_Normal_Brain","MIF",1,4.59348083935235,"up"
"263","cluster4 vs_Normal_Brain","ASH1L",1,0.396450090700533,"up"
"264","cluster4 vs_Normal_Brain","SORBS1",1,-2.98828856748185,"down"
"265","cluster4 vs_Normal_Brain","CALD1",1,1.37993681634354,"up"
"266","cluster4 vs_Normal_Brain","GRN",1,1.0378507206637,"up"
"267","cluster4 vs_Normal_Brain","SMARCC2",1,0.623852522703071,"up"
"268","cluster4 vs_Normal_Brain","RPN1",1,1.26378133788198,"up"
"269","cluster4 vs_Normal_Brain","HIPK1",1,0.557848202717913,"up"
"270","cluster4 vs_Normal_Brain","NME2",1,1.14332066807851,"up"
"271","cluster4 vs_Normal_Brain","DCAF7",1,1.04584622752653,"up"
"272","cluster4 vs_Normal_Brain","FKBP8",1,-2.07104974424476,"down"
"273","cluster4 vs_Normal_Brain","ANXA6",1,0.888183047363033,"up"
"274","cluster4 vs_Normal_Brain","HNRNPA0",1,1.52745396255098,"up"
"275","cluster4 vs_Normal_Brain","CKAP5",1,0.701091029297674,"up"
"276","cluster4 vs_Normal_Brain","TMEM123",1,1.61173664680186,"up"
"277","cluster4 vs_Normal_Brain","SEZ6L",1,3.77810599322377,"up"
"278","cluster4 vs_Normal_Brain","SF3B3",1,1.65059702997066,"up"
"279","cluster4 vs_Normal_Brain","SYNCRIP",1,0.651012542100917,"up"
"280","cluster4 vs_Normal_Brain","NUDT4",1,1.92948042577092,"up"
"281","cluster4 vs_Normal_Brain","IPO7",1,0.999818378857925,"up"
"282","cluster4 vs_Normal_Brain","CUX1",1,0.607749405861808,"up"
"283","cluster4 vs_Normal_Brain","ENO2",1,-1.08347295615372,"down"
"284","cluster4 vs_Normal_Brain","CSPG4",1,1.95602827921394,"up"
"285","cluster4 vs_Normal_Brain","ZC3H11A",1,5.85290638936263,"up"
"286","cluster4 vs_Normal_Brain","VAT1",1,0.835519061922518,"up"
"287","cluster4 vs_Normal_Brain","ABR",1,-1.02948175361883,"down"
"288","cluster4 vs_Normal_Brain","JUNB",1,-1.90311738510083,"down"
"289","cluster4 vs_Normal_Brain","ALDOC",1,-5.08344373895347,"down"
"290","cluster4 vs_Normal_Brain","SERPINH1",1,2.47834429766009,"up"
"291","cluster4 vs_Normal_Brain","ATRX",1,1.26346074000254,"up"
"292","cluster4 vs_Normal_Brain","CXCR4",1,2.33063243879646,"up"
"293","cluster4 vs_Normal_Brain","MT-ND6",1,-5.96838878487662,"down"
"294","cluster4 vs_Normal_Brain","BRD4",1,0.775841462427932,"up"
"295","cluster4 vs_Normal_Brain","ZNF664",1,0.679891703367121,"up"
"296","cluster4 vs_Normal_Brain","ZEB1",1,0.991914124484969,"up"
"297","cluster4 vs_Normal_Brain","FYN",1,0.798873065391637,"up"
"298","cluster4 vs_Normal_Brain","UBAP2L",1,0.495800995008793,"up"
"299","cluster4 vs_Normal_Brain","MLLT6",1,0.472252588413777,"up"
"300","cluster4 vs_Normal_Brain","LAMB2",1,0.825703652768732,"up"
"301","cluster4 vs_Normal_Brain","ANKRD17",1,0.682510285454655,"up"
"302","cluster4 vs_Normal_Brain","UBR5",1,0.903550700450802,"up"
"303","cluster4 vs_Normal_Brain","ARID1B",1,0.738594202952484,"up"
"304","cluster4 vs_Normal_Brain","CLIC1",1,1.57367542728468,"up"
"305","cluster4 vs_Normal_Brain","SETD5",1,0.826333577682863,"up"
"306","cluster4 vs_Normal_Brain","SORT1",1,-0.994171837439999,"down"
"307","cluster4 vs_Normal_Brain","TM9SF3",1,0.448742065876024,"up"
"308","cluster4 vs_Normal_Brain","ATF7IP",1,1.55074482720021,"up"
"309","cluster4 vs_Normal_Brain","ARHGAP5",1,1.00816321436467,"up"
"310","cluster4 vs_Normal_Brain","MYH10",1,0.756054980432933,"up"
"311","cluster4 vs_Normal_Brain","ADNP",1,1.4178643950663,"up"
"312","cluster4 vs_Normal_Brain","NAMPT",1,0.592716164565587,"up"
"313","cluster4 vs_Normal_Brain","LRPPRC",1,0.470984688683655,"up"
"314","cluster4 vs_Normal_Brain","DYNLL2",1,-1.16587811286442,"down"
"315","cluster4 vs_Normal_Brain","CAND1",1,0.800011506707844,"up"
"316","cluster4 vs_Normal_Brain","MAPK1",1,-0.86907105881489,"down"
"317","cluster4 vs_Normal_Brain","CBX3",1,1.23162500693459,"up"
"318","cluster4 vs_Normal_Brain","ATP6V0C",1,-2.13158569888967,"down"
"319","cluster4 vs_Normal_Brain","TNPO1",1,1.28760280517296,"up"
"320","cluster4 vs_Normal_Brain","ACIN1",1,0.420464999892184,"up"
"321","cluster4 vs_Normal_Brain","SEC31A",1,1.13691204098672,"up"
"322","cluster4 vs_Normal_Brain","BAALC",1,-2.69485317580567,"down"
"323","cluster4 vs_Normal_Brain","SSR2",1,1.71784585511125,"up"
"324","cluster4 vs_Normal_Brain","GOLGB1",1,0.94315272146134,"up"
"325","cluster4 vs_Normal_Brain","GNA13",1,0.896449723070554,"up"
"326","cluster4 vs_Normal_Brain","PYGB",1,-1.21081462088244,"down"
"327","cluster4 vs_Normal_Brain","ERGIC3",1,1.08465249329562,"up"
"328","cluster4 vs_Normal_Brain","VWF",1,0.99381334200191,"up"
"329","cluster4 vs_Normal_Brain","SRSF6",1,0.664966092816247,"up"
"330","cluster4 vs_Normal_Brain","NUFIP2",1,0.728585685875198,"up"
"331","cluster4 vs_Normal_Brain","CSNK1E",1,0.829856753957654,"up"
"332","cluster4 vs_Normal_Brain","BAZ1B",1,1.02765625489924,"up"
"333","cluster4 vs_Normal_Brain","COX7C",1,-0.94399937596639,"down"
"334","cluster4 vs_Normal_Brain","SURF4",1,1.39193957933679,"up"
"335","cluster4 vs_Normal_Brain","H1-2",1,3.35821126155647,"up"
"336","cluster4 vs_Normal_Brain","CHD7",1,3.37451434856287,"up"
"337","cluster4 vs_Normal_Brain","SH3PXD2A",1,0.602873820392714,"up"
"338","cluster4 vs_Normal_Brain","WDR6",1,1.29557130813215,"up"
"339","cluster4 vs_Normal_Brain","GNS",1,1.60637269856945,"up"
"340","cluster4 vs_Normal_Brain","MKI67",1,6.20170917875847,"up"
"341","cluster4 vs_Normal_Brain","SPOCK1",1,-3.02091097099827,"down"
"342","cluster4 vs_Normal_Brain","MTDH",1,1.36799782253812,"up"
"343","cluster4 vs_Normal_Brain","SSR1",1,0.730202869850363,"up"
"344","cluster4 vs_Normal_Brain","ADD3",1,-2.50439875888132,"down"
"345","cluster4 vs_Normal_Brain","MED13",1,1.52870383486476,"up"
"346","cluster4 vs_Normal_Brain","BAZ2A",1,0.653809201680426,"up"
"347","cluster4 vs_Normal_Brain","KAT6A",1,1.73074017651562,"up"
"348","cluster4 vs_Normal_Brain","EPB41L2",1,-2.40833534166528,"down"
"349","cluster4 vs_Normal_Brain","PNISR",1,-1.65998106125872,"down"
"350","cluster4 vs_Normal_Brain","EIF3D",1,1.05532240886047,"up"
"351","cluster4 vs_Normal_Brain","OGFRL1",1,-2.80269685769691,"down"
"352","cluster4 vs_Normal_Brain","STAG2",1,1.04390675197664,"up"
"353","cluster4 vs_Normal_Brain","TMED2",1,1.56941055057631,"up"
"354","cluster4 vs_Normal_Brain","PUM2",1,0.409416494780524,"up"
"355","cluster4 vs_Normal_Brain","MLXIP",1,0.940568623602793,"up"
"356","cluster4 vs_Normal_Brain","ENC1",1,-2.87058460855657,"down"
"357","cluster4 vs_Normal_Brain","TACC1",1,-1.62737606123479,"down"
"358","cluster4 vs_Normal_Brain","RCC2",1,2.43879296004471,"up"
"359","cluster4 vs_Normal_Brain","G3BP1",1,1.37840504989768,"up"
