"","comparison","gene","prob","log2FC","direction"
"49","cluster5 vs_Normal_Brain","NPM1",1,0.244756655198894,"up"
"50","cluster5 vs_Normal_Brain","PCBP2",1,0.913067432862567,"up"
"51","cluster5 vs_Normal_Brain","HNRNPC",1,1.40162412383188,"up"
"52","cluster5 vs_Normal_Brain","PEA15",1,-1.94423701600295,"down"
"53","cluster5 vs_Normal_Brain","DPYSL3",1,3.41762356916672,"up"
"54","cluster5 vs_Normal_Brain","CSDE1",1,0.406249205878933,"up"
"55","cluster5 vs_Normal_Brain","PRL",1,3.85027466864648,"up"
"56","cluster5 vs_Normal_Brain","SERPINA3",1,0.95125919177124,"up"
"57","cluster5 vs_Normal_Brain","YBX1",1,1.81704012567458,"up"
"58","cluster5 vs_Normal_Brain","EIF4B",1,1.02398096697759,"up"
"59","cluster5 vs_Normal_Brain","AQP4",1,1.17490374249422,"up"
"60","cluster5 vs_Normal_Brain","HNRNPK",1,0.80770835087613,"up"
"61","cluster5 vs_Normal_Brain","CPE",1,0.277938981443206,"up"
"62","cluster5 vs_Normal_Brain","MAP4",1,-1.22115195908071,"down"
"63","cluster5 vs_Normal_Brain","RHOA",1,-0.555082322868389,"down"
"64","cluster5 vs_Normal_Brain","TIMP2",1,0.47322842286391,"up"
"65","cluster5 vs_Normal_Brain","STMN1",1,1.5159496726849,"up"
"66","cluster5 vs_Normal_Brain","CCNI",1,0.746560870568468,"up"
"67","cluster5 vs_Normal_Brain","TNC",1,0.732630330655008,"up"
"68","cluster5 vs_Normal_Brain","HIPK2",1,-0.717811147351108,"down"
"69","cluster5 vs_Normal_Brain","RPL22",1,0.595182194142811,"up"
"70","cluster5 vs_Normal_Brain","HMGB1",1,0.579410849916233,"up"
"71","cluster5 vs_Normal_Brain","MATR3",1,5.22655141565546,"up"
"72","cluster5 vs_Normal_Brain","TXNIP",1,0.873275173657262,"up"
"73","cluster5 vs_Normal_Brain","PRPF8",1,0.926267561030645,"up"
"74","cluster5 vs_Normal_Brain","CCND2",1,4.61109823768358,"up"
"75","cluster5 vs_Normal_Brain","KIF1A",1,-1.5538312493481,"down"
"76","cluster5 vs_Normal_Brain","PRRC2A",1,0.658508813567286,"up"
"77","cluster5 vs_Normal_Brain","RPL35",1,-0.636179539508659,"down"
"78","cluster5 vs_Normal_Brain","HLA-C",1,-2.08880915852247,"down"
"79","cluster5 vs_Normal_Brain","GPM6B",1,-2.47972406954405,"down"
"80","cluster5 vs_Normal_Brain","TTC3",1,1.47223118373133,"up"
"81","cluster5 vs_Normal_Brain","CBX5",1,1.56953122546904,"up"
"82","cluster5 vs_Normal_Brain","TLN1",1,-0.963341364041872,"down"
"83","cluster5 vs_Normal_Brain","CTNNB1",1,0.879250923547617,"up"
"84","cluster5 vs_Normal_Brain","SFPQ",1,0.603397131957807,"up"
"85","cluster5 vs_Normal_Brain","COL4A1",1,1.91957664662084,"up"
"86","cluster5 vs_Normal_Brain","NCAM1",1,0.522346410664493,"up"
"87","cluster5 vs_Normal_Brain","P4HB",1,0.892796112330121,"up"
"88","cluster5 vs_Normal_Brain","SET",1,1.19492690498438,"up"
"89","cluster5 vs_Normal_Brain","CHI3L1",1,-2.69410110156906,"down"
"90","cluster5 vs_Normal_Brain","SYT11",1,-0.694209304529463,"down"
"91","cluster5 vs_Normal_Brain","CD44",1,0.60482915666279,"up"
"92","cluster5 vs_Normal_Brain","BSG",1,-1.25561269515489,"down"
"93","cluster5 vs_Normal_Brain","TPI1",1,-0.999755454579152,"down"
"94","cluster5 vs_Normal_Brain","SF3B1",1,0.499438032442681,"up"
"95","cluster5 vs_Normal_Brain","ILF3",1,1.18587813013694,"up"
"96","cluster5 vs_Normal_Brain","NDRG2",1,-3.30887193723403,"down"
"97","cluster5 vs_Normal_Brain","CD59",1,-1.17502533668427,"down"
"98","cluster5 vs_Normal_Brain","EIF3L",1,1.82096144612344,"up"
"99","cluster5 vs_Normal_Brain","SNRNP200",1,1.68236245184211,"up"
"100","cluster5 vs_Normal_Brain","COL6A3",1,0.889150956315423,"up"
"101","cluster5 vs_Normal_Brain","COL4A2",1,1.18861939881988,"up"
"102","cluster5 vs_Normal_Brain","FCGBP",1,1.30416514892423,"up"
"103","cluster5 vs_Normal_Brain","PRRC2C",1,0.842157193650799,"up"
"104","cluster5 vs_Normal_Brain","PRKDC",1,2.06042497885585,"up"
"105","cluster5 vs_Normal_Brain","MCL1",1,0.306544363535939,"up"
"106","cluster5 vs_Normal_Brain","NUMA1",1,1.02266583764675,"up"
"107","cluster5 vs_Normal_Brain","RTN4",1,-0.927909338011013,"down"
"108","cluster5 vs_Normal_Brain","PEG10",1,1.29092186405119,"up"
"109","cluster5 vs_Normal_Brain","PDIA3",1,0.380446214312848,"up"
"110","cluster5 vs_Normal_Brain","EEF1B2",1,-0.780028864945805,"down"
"111","cluster5 vs_Normal_Brain","AP2B1",1,0.54369710010785,"up"
"112","cluster5 vs_Normal_Brain","UBA1",1,0.316373129726859,"up"
"113","cluster5 vs_Normal_Brain","ZMIZ1",1,2.23916496537293,"up"
"114","cluster5 vs_Normal_Brain","SARAF",1,-1.04734575937974,"down"
"115","cluster5 vs_Normal_Brain","SEPTIN9",1,1.02229252345038,"up"
"116","cluster5 vs_Normal_Brain","CRYAB",1,-2.68245528012986,"down"
"117","cluster5 vs_Normal_Brain","SOD2",1,-0.807501382653246,"down"
"118","cluster5 vs_Normal_Brain","GANAB",1,0.77086892104287,"up"
"119","cluster5 vs_Normal_Brain","MARCKSL1",1,1.41772697839044,"up"
"120","cluster5 vs_Normal_Brain","ARF1",1,-0.53505587088839,"down"
"121","cluster5 vs_Normal_Brain","NES",1,0.659646317165764,"up"
"122","cluster5 vs_Normal_Brain","HNRNPUL1",1,1.34806906065532,"up"
"123","cluster5 vs_Normal_Brain","GNAI2",1,-1.01576038906678,"down"
"124","cluster5 vs_Normal_Brain","KMT2C",1,1.86854430847994,"up"
"125","cluster5 vs_Normal_Brain","CALM3",1,-1.30912206344354,"down"
"126","cluster5 vs_Normal_Brain","EIF3C",1,4.97764165912236,"up"
"127","cluster5 vs_Normal_Brain","GDI1",1,-0.754041942464699,"down"
"128","cluster5 vs_Normal_Brain","UBR4",1,1.06146297975938,"up"
"129","cluster5 vs_Normal_Brain","NCOR2",1,0.60179356213262,"up"
"130","cluster5 vs_Normal_Brain","SCARB2",1,1.67399467897963,"up"
"131","cluster5 vs_Normal_Brain","PRKAR1A",1,0.457493096854381,"up"
"132","cluster5 vs_Normal_Brain","ACTN4",1,-0.738372505480845,"down"
"133","cluster5 vs_Normal_Brain","FUS",1,0.887486315383537,"up"
"134","cluster5 vs_Normal_Brain","GJA1",1,-3.07174401714766,"down"
"135","cluster5 vs_Normal_Brain","THBS1",1,3.53629249385639,"up"
"136","cluster5 vs_Normal_Brain","PTPRS",1,2.89292801680986,"up"
"137","cluster5 vs_Normal_Brain","GPRC5B",1,-1.65738836599698,"down"
"138","cluster5 vs_Normal_Brain","GTF2I",1,4.45297593215393,"up"
"139","cluster5 vs_Normal_Brain","ST13",1,0.206815117800032,"up"
"140","cluster5 vs_Normal_Brain","MAGED1",1,0.79179943874623,"up"
"141","cluster5 vs_Normal_Brain","KPNB1",1,1.18834549247776,"up"
"142","cluster5 vs_Normal_Brain","AP2M1",1,-0.492418863826658,"down"
"143","cluster5 vs_Normal_Brain","GLG1",1,0.864830005977859,"up"
"144","cluster5 vs_Normal_Brain","TLE5",1,0.493293303484133,"up"
"145","cluster5 vs_Normal_Brain","PRDX1",1,0.459763519280153,"up"
"146","cluster5 vs_Normal_Brain","EIF3A",1,0.290315097387257,"up"
"147","cluster5 vs_Normal_Brain","DDB1",1,0.480547505746278,"up"
"148","cluster5 vs_Normal_Brain","CCND1",1,-1.96070623639654,"down"
"149","cluster5 vs_Normal_Brain","IRF2BP2",1,1.79832026894584,"up"
"150","cluster5 vs_Normal_Brain","BRD2",1,0.272622801987678,"up"
"151","cluster5 vs_Normal_Brain","YWHAG",1,0.298712701584027,"up"
"152","cluster5 vs_Normal_Brain","LARP1",1,0.335066115592806,"up"
"153","cluster5 vs_Normal_Brain","SERBP1",1,0.737434437968967,"up"
"154","cluster5 vs_Normal_Brain","MRFAP1",1,-0.64575832781152,"down"
"155","cluster5 vs_Normal_Brain","DDX39B",1,0.808884974906141,"up"
"156","cluster5 vs_Normal_Brain","CKB",1,-2.62617277764144,"down"
"157","cluster5 vs_Normal_Brain","IL6ST",1,-0.912626075321241,"down"
"158","cluster5 vs_Normal_Brain","PLXNB2",1,0.558674883206179,"up"
"159","cluster5 vs_Normal_Brain","NOTCH2",1,-1.55003531252097,"down"
"160","cluster5 vs_Normal_Brain","GABARAP",1,-0.951168190154765,"down"
"161","cluster5 vs_Normal_Brain","TMED10",1,0.332551432794297,"up"
"162","cluster5 vs_Normal_Brain","NREP",1,3.92318272931059,"up"
"163","cluster5 vs_Normal_Brain","PPP1CB",1,0.34349134171754,"up"
"164","cluster5 vs_Normal_Brain","HTRA1",1,-1.41690355647355,"down"
"165","cluster5 vs_Normal_Brain","TRIM28",1,1.16989016828837,"up"
"166","cluster5 vs_Normal_Brain","SRSF3",1,0.75415920460674,"up"
"167","cluster5 vs_Normal_Brain","PDGFRA",1,-2.21037965791653,"down"
"168","cluster5 vs_Normal_Brain","RAD21",1,0.592479412605148,"up"
"169","cluster5 vs_Normal_Brain","ARHGDIA",1,0.386011352596788,"up"
"170","cluster5 vs_Normal_Brain","SPAG9",1,1.41479155290475,"up"
"171","cluster5 vs_Normal_Brain","SEPTIN7",1,-1.12641853116273,"down"
"172","cluster5 vs_Normal_Brain","HIF1A",1,0.841619903676514,"up"
"173","cluster5 vs_Normal_Brain","ZFP36",1,-1.80478230811057,"down"
"174","cluster5 vs_Normal_Brain","EWSR1",1,0.705636833189629,"up"
"175","cluster5 vs_Normal_Brain","OS9",1,1.00314822046327,"up"
"176","cluster5 vs_Normal_Brain","H2AZ2",1,1.55605098630484,"up"
"177","cluster5 vs_Normal_Brain","SOGA1",1,2.76477776192647,"up"
"178","cluster5 vs_Normal_Brain","ARID1A",1,1.72360260467237,"up"
"179","cluster5 vs_Normal_Brain","SEC61A1",1,0.787224461604188,"up"
"180","cluster5 vs_Normal_Brain","DHX9",1,1.35616961096883,"up"
"181","cluster5 vs_Normal_Brain","HDGF",1,0.624406554280974,"up"
"182","cluster5 vs_Normal_Brain","MEST",1,2.68233513482796,"up"
"183","cluster5 vs_Normal_Brain","GPI",1,-0.88056288924154,"down"
"184","cluster5 vs_Normal_Brain","TCF4",1,0.393379176581136,"up"
"185","cluster5 vs_Normal_Brain","LAMC1",1,0.463553820923965,"up"
"186","cluster5 vs_Normal_Brain","BCLAF1",1,1.47613555523623,"up"
"187","cluster5 vs_Normal_Brain","XRCC6",1,0.695767762261193,"up"
"188","cluster5 vs_Normal_Brain","ZEB2",1,1.58008259095597,"up"
"189","cluster5 vs_Normal_Brain","PGAM1",1,1.01683677037215,"up"
"190","cluster5 vs_Normal_Brain","HNRNPL",1,0.741913858876261,"up"
"191","cluster5 vs_Normal_Brain","COPA",1,0.543376739366687,"up"
"192","cluster5 vs_Normal_Brain","NCAN",1,0.438335810650858,"up"
"193","cluster5 vs_Normal_Brain","KIDINS220",1,1.88404309175707,"up"
"194","cluster5 vs_Normal_Brain","ARPP19",1,-0.900218164287632,"down"
"195","cluster5 vs_Normal_Brain","SMARCA4",1,1.49169081282677,"up"
"196","cluster5 vs_Normal_Brain","CCT3",1,0.310673104147222,"up"
"197","cluster5 vs_Normal_Brain","DAZAP2",1,-0.66238484822316,"down"
"198","cluster5 vs_Normal_Brain","PARP1",1,0.438600503605008,"up"
"199","cluster5 vs_Normal_Brain","MARCHF6",1,1.41298468988258,"up"
"200","cluster5 vs_Normal_Brain","CCN2",1,0.857045556144591,"up"
"201","cluster5 vs_Normal_Brain","XPO1",1,0.920006390305915,"up"
"202","cluster5 vs_Normal_Brain","ACLY",1,2.68190049676407,"up"
"203","cluster5 vs_Normal_Brain","ADGRG1",1,-2.0636566731917,"down"
"204","cluster5 vs_Normal_Brain","RAB7A",1,-0.7327635020402,"down"
"205","cluster5 vs_Normal_Brain","BZW1",1,1.58201819881488,"up"
"206","cluster5 vs_Normal_Brain","RBBP4",1,1.96762607562128,"up"
"207","cluster5 vs_Normal_Brain","EZR",1,1.15600347597256,"up"
"208","cluster5 vs_Normal_Brain","MED13L",1,2.11116786608984,"up"
"209","cluster5 vs_Normal_Brain","TNRC18",1,1.45362707669759,"up"
"210","cluster5 vs_Normal_Brain","PTN",1,-1.16718974463607,"down"
"211","cluster5 vs_Normal_Brain","HNRNPD",1,0.802955191391021,"up"
"212","cluster5 vs_Normal_Brain","RPN2",1,1.08517412781403,"up"
"213","cluster5 vs_Normal_Brain","MTPN",1,0.883343073042783,"up"
"214","cluster5 vs_Normal_Brain","PRNP",1,-0.899168412582354,"down"
"215","cluster5 vs_Normal_Brain","DCTN1",1,-1.18088539821853,"down"
"216","cluster5 vs_Normal_Brain","ATP9A",1,0.880327378731461,"up"
"217","cluster5 vs_Normal_Brain","SYNE2",1,4.01783825851217,"up"
"218","cluster5 vs_Normal_Brain","CHD3",1,0.715372599970569,"up"
"219","cluster5 vs_Normal_Brain","ENAH",1,1.45489501662525,"up"
"220","cluster5 vs_Normal_Brain","SPEN",1,1.40846635360951,"up"
"221","cluster5 vs_Normal_Brain","NFIB",1,4.03246599271078,"up"
"222","cluster5 vs_Normal_Brain","ARHGEF12",1,1.33325082305681,"up"
"223","cluster5 vs_Normal_Brain","TKT",1,-1.15254217819102,"down"
"224","cluster5 vs_Normal_Brain","FSCN1",1,1.04321911167201,"up"
"225","cluster5 vs_Normal_Brain","RANBP2",1,1.20404517007208,"up"
"226","cluster5 vs_Normal_Brain","TUBB4B",1,0.286778008358728,"up"
"227","cluster5 vs_Normal_Brain","BAG6",1,0.847186954699963,"up"
"228","cluster5 vs_Normal_Brain","CAPNS1",1,-1.04613949507932,"down"
"229","cluster5 vs_Normal_Brain","OGA",1,0.556374043599512,"up"
"230","cluster5 vs_Normal_Brain","TUG1",1,1.7606328412611,"up"
"231","cluster5 vs_Normal_Brain","RGS5",1,-2.00879901655496,"down"
"232","cluster5 vs_Normal_Brain","GDI2",1,0.524918075821068,"up"
"233","cluster5 vs_Normal_Brain","PHLDA1",1,2.08481907376249,"up"
"234","cluster5 vs_Normal_Brain","MAGED2",1,0.561461695580279,"up"
"235","cluster5 vs_Normal_Brain","PAFAH1B1",1,0.30318185576511,"up"
"236","cluster5 vs_Normal_Brain","GOLM1",1,0.570541363163628,"up"
"237","cluster5 vs_Normal_Brain","SRP9",1,0.427358030944396,"up"
"238","cluster5 vs_Normal_Brain","ARF3",1,-1.0631566319071,"down"
"239","cluster5 vs_Normal_Brain","SUMO2",1,1.58693521517783,"up"
"240","cluster5 vs_Normal_Brain","KTN1",1,-0.562177191524198,"down"
"241","cluster5 vs_Normal_Brain","SLC25A6",1,-1.99894757412418,"down"
"242","cluster5 vs_Normal_Brain","USP34",1,1.93754703665335,"up"
"243","cluster5 vs_Normal_Brain","NOP53",1,-1.02475986181328,"down"
"244","cluster5 vs_Normal_Brain","PCM1",1,0.927866746494498,"up"
"245","cluster5 vs_Normal_Brain","CNOT1",1,2.04193804090999,"up"
"246","cluster5 vs_Normal_Brain","IPO5",1,0.477045567049149,"up"
"247","cluster5 vs_Normal_Brain","CTNND1",1,0.36658290028304,"up"
"248","cluster5 vs_Normal_Brain","PFDN5",1,-1.01060983229238,"down"
"249","cluster5 vs_Normal_Brain","APC",1,0.431970208136745,"up"
"250","cluster5 vs_Normal_Brain","SAT1",1,-2.25761771537698,"down"
"251","cluster5 vs_Normal_Brain","BIRC6",1,1.70817929397431,"up"
"252","cluster5 vs_Normal_Brain","AFF4",1,2.00922222239452,"up"
"253","cluster5 vs_Normal_Brain","SELENON",1,0.599222225993635,"up"
"254","cluster5 vs_Normal_Brain","KIAA0100",1,1.16124241372212,"up"
"255","cluster5 vs_Normal_Brain","ZNF207",1,0.827096816482358,"up"
"256","cluster5 vs_Normal_Brain","TAOK1",1,2.03930725578392,"up"
"257","cluster5 vs_Normal_Brain","ABCA2",1,-2.75523454726917,"down"
"258","cluster5 vs_Normal_Brain","MMP14",1,2.33028934247235,"up"
"259","cluster5 vs_Normal_Brain","RBM3",1,0.831734829281039,"up"
"260","cluster5 vs_Normal_Brain","CSNK1A1",1,0.220179526463152,"up"
"261","cluster5 vs_Normal_Brain","PTBP1",1,0.446351283549999,"up"
"262","cluster5 vs_Normal_Brain","H1-0",1,0.589559200920615,"up"
"263","cluster5 vs_Normal_Brain","CCDC88A",1,0.60670826928198,"up"
"264","cluster5 vs_Normal_Brain","SRSF5",1,-1.07575549762026,"down"
"265","cluster5 vs_Normal_Brain","TPR",1,1.37827132600475,"up"
"266","cluster5 vs_Normal_Brain","SESN3",1,1.58608846247211,"up"
"267","cluster5 vs_Normal_Brain","SREBF2",1,-0.814100658224778,"down"
"268","cluster5 vs_Normal_Brain","RELN",1,5.54745311917245,"up"
"269","cluster5 vs_Normal_Brain","GLUD1",1,-2.03838403278774,"down"
"270","cluster5 vs_Normal_Brain","HCFC1",1,1.34361327237064,"up"
"271","cluster5 vs_Normal_Brain","CNTN1",1,1.0894888643502,"up"
"272","cluster5 vs_Normal_Brain","NOTCH1",1,-1.82676175160926,"down"
"273","cluster5 vs_Normal_Brain","KHSRP",1,0.495934477867208,"up"
"274","cluster5 vs_Normal_Brain","TCF12",1,0.795215452544878,"up"
"275","cluster5 vs_Normal_Brain","AKAP13",1,1.80093097506511,"up"
"276","cluster5 vs_Normal_Brain","SRSF2",1,0.270435864200564,"up"
"277","cluster5 vs_Normal_Brain","SH3BGRL3",1,-1.10161105551582,"down"
"278","cluster5 vs_Normal_Brain","CHL1",1,1.90337087757858,"up"
"279","cluster5 vs_Normal_Brain","LENG8",1,-2.02098005772572,"down"
"280","cluster5 vs_Normal_Brain","RERE",1,0.762326025886206,"up"
"281","cluster5 vs_Normal_Brain","NCOR1",1,0.70382345171372,"up"
"282","cluster5 vs_Normal_Brain","TGFBI",1,2.51560651393847,"up"
"283","cluster5 vs_Normal_Brain","MIF",1,3.59075593546853,"up"
"284","cluster5 vs_Normal_Brain","SORBS1",1,-1.78860399765893,"down"
"285","cluster5 vs_Normal_Brain","STAT3",1,1.05440606475458,"up"
"286","cluster5 vs_Normal_Brain","SRSF1",1,0.69585873509422,"up"
"287","cluster5 vs_Normal_Brain","GRN",1,0.352217520145639,"up"
"288","cluster5 vs_Normal_Brain","TSPAN7",1,-2.00195523249568,"down"
"289","cluster5 vs_Normal_Brain","RPN1",1,0.472049539462039,"up"
"290","cluster5 vs_Normal_Brain","HIPK1",1,1.41858274037196,"up"
"291","cluster5 vs_Normal_Brain","TTYH3",1,0.696328237370809,"up"
"292","cluster5 vs_Normal_Brain","FKBP8",1,-1.91924424209566,"down"
"293","cluster5 vs_Normal_Brain","ANXA6",1,-1.40389924644487,"down"
"294","cluster5 vs_Normal_Brain","HNRNPA0",1,1.92745025350166,"up"
"295","cluster5 vs_Normal_Brain","TMEM123",1,-1.70984862499025,"down"
"296","cluster5 vs_Normal_Brain","DAG1",1,0.574635081853657,"up"
"297","cluster5 vs_Normal_Brain","SEZ6L",1,2.8672786446042,"up"
"298","cluster5 vs_Normal_Brain","SMOC1",1,2.15711025522925,"up"
"299","cluster5 vs_Normal_Brain","SYNCRIP",1,1.417956299312,"up"
"300","cluster5 vs_Normal_Brain","C16orf72",1,2.55516573414542,"up"
"301","cluster5 vs_Normal_Brain","NUDT4",1,4.25147654631874,"up"
"302","cluster5 vs_Normal_Brain","SLC25A5",1,-0.753846715091933,"down"
"303","cluster5 vs_Normal_Brain","IPO7",1,0.609505916002126,"up"
"304","cluster5 vs_Normal_Brain","CUX1",1,1.1305866748855,"up"
"305","cluster5 vs_Normal_Brain","ZC3H11A",1,5.93517634524595,"up"
"306","cluster5 vs_Normal_Brain","LASP1",1,1.18676652055939,"up"
"307","cluster5 vs_Normal_Brain","VAT1",1,1.05449681812682,"up"
"308","cluster5 vs_Normal_Brain","KIAA1109",1,0.764678523688002,"up"
"309","cluster5 vs_Normal_Brain","MYCBP2",1,1.1744570818319,"up"
"310","cluster5 vs_Normal_Brain","DNAJB1",1,-1.15176145477679,"down"
"311","cluster5 vs_Normal_Brain","SND1",1,1.02906267282498,"up"
"312","cluster5 vs_Normal_Brain","ATRX",1,2.01637202256939,"up"
"313","cluster5 vs_Normal_Brain","DNER",1,-1.73237081075399,"down"
"314","cluster5 vs_Normal_Brain","BRD4",1,0.59105346689199,"up"
"315","cluster5 vs_Normal_Brain","ZNF664",1,0.525850911899773,"up"
"316","cluster5 vs_Normal_Brain","PRKCA",1,-1.93882183665811,"down"
"317","cluster5 vs_Normal_Brain","HECTD4",1,1.25693056850977,"up"
"318","cluster5 vs_Normal_Brain","FYN",1,0.918662916828169,"up"
"319","cluster5 vs_Normal_Brain","CTNND2",1,-0.851408521644227,"down"
"320","cluster5 vs_Normal_Brain","FXYD6",1,0.734654292869289,"up"
"321","cluster5 vs_Normal_Brain","MLLT6",1,0.596042591159858,"up"
"322","cluster5 vs_Normal_Brain","JMJD1C",1,1.78212136839834,"up"
"323","cluster5 vs_Normal_Brain","UQCRB",1,-1.09016580613812,"down"
"324","cluster5 vs_Normal_Brain","TCP1",1,0.492587150191429,"up"
"325","cluster5 vs_Normal_Brain","NF1",1,1.68707650724119,"up"
"326","cluster5 vs_Normal_Brain","LAMB2",1,-1.32806572340021,"down"
"327","cluster5 vs_Normal_Brain","TNS1",1,-1.90383220836593,"down"
"328","cluster5 vs_Normal_Brain","UBR5",1,1.22573276105086,"up"
"329","cluster5 vs_Normal_Brain","RASSF2",1,-1.83243292528525,"down"
"330","cluster5 vs_Normal_Brain","ARID1B",1,1.63824189049339,"up"
"331","cluster5 vs_Normal_Brain","PAPOLA",1,0.526705521952726,"up"
"332","cluster5 vs_Normal_Brain","SETD5",1,0.79553363589184,"up"
"333","cluster5 vs_Normal_Brain","TM9SF3",1,0.291690507248809,"up"
"334","cluster5 vs_Normal_Brain","KCTD12",1,1.64443704315068,"up"
"335","cluster5 vs_Normal_Brain","ATF7IP",1,2.60453065426936,"up"
"336","cluster5 vs_Normal_Brain","ARHGAP5",1,0.944878077253128,"up"
"337","cluster5 vs_Normal_Brain","MYH10",1,0.383352384429007,"up"
"338","cluster5 vs_Normal_Brain","LRPPRC",1,0.57298324883111,"up"
"339","cluster5 vs_Normal_Brain","TRRAP",1,2.08157137269305,"up"
"340","cluster5 vs_Normal_Brain","TJP1",1,0.741817976386705,"up"
"341","cluster5 vs_Normal_Brain","DBN1",1,1.73304125165184,"up"
"342","cluster5 vs_Normal_Brain","SYNM",1,-1.52292641275554,"down"
"343","cluster5 vs_Normal_Brain","LAMP2",1,-0.791501087168903,"down"
"344","cluster5 vs_Normal_Brain","PIP4K2B",1,0.63747243846326,"up"
"345","cluster5 vs_Normal_Brain","CAND1",1,1.42367159802602,"up"
"346","cluster5 vs_Normal_Brain","CYB5R3",1,-0.744900740410635,"down"
"347","cluster5 vs_Normal_Brain","MAPK1",1,-0.688176252716758,"down"
"348","cluster5 vs_Normal_Brain","APLNR",1,0.620324090354568,"up"
"349","cluster5 vs_Normal_Brain","ATP1A3",1,0.807628870636278,"up"
"350","cluster5 vs_Normal_Brain","ACIN1",1,0.679980408314374,"up"
"351","cluster5 vs_Normal_Brain","SEC31A",1,0.638323383215473,"up"
"352","cluster5 vs_Normal_Brain","SSR2",1,0.535751330151713,"up"
"353","cluster5 vs_Normal_Brain","LRIG1",1,-0.981031698083697,"down"
"354","cluster5 vs_Normal_Brain","GOLGB1",1,0.50395181390309,"up"
"355","cluster5 vs_Normal_Brain","CCT5",1,1.25451795892905,"up"
"356","cluster5 vs_Normal_Brain","GNA13",1,1.7547802509264,"up"
"357","cluster5 vs_Normal_Brain","SEC62",1,-0.705877308607486,"down"
