ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	12	0.6807415036045315	2.7307945477018163	1.8605585014914935e-5	2.9768936023863896e-4	2.937723949723411e-4	632	tags=100%, list=32%, signal=68%	H3C13/H3C14/H3C15/H3-3A/H3C1/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12
