ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	10	0.6644704332070499	2.1816954819567598	4.361772029664668e-4	0.04230918868774728	0.04040378301163061	2047	tags=100%, list=34%, signal=66%	CD74/HLA-DRB5/HLA-DRB1/HLA-DQA1/HLA-DQB1/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/HLA-DPB1
