ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	33	-0.4162206223285495	-1.9758596791418148	8.155022362507203e-4	0.008729119031226936	0.008313446696406606	379	tags=42%, list=16%, signal=36%	RPL36/RPS28/RPL18A/RPS16/RPS19/RPL18/RPL13A/RPS11/RPS9/RPL28/RPS5/RPS21/RPS4X/RPL10
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	12	0.6430763298330928	1.952641886166431	8.313446696406607e-4	0.008729119031226936	0.008313446696406606	785	tags=92%, list=33%, signal=62%	H3C14/H3C15/H3-3A/NSD2/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12
