ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	14	0.873167242817976	2.872947406180005	1.204049189375567e-10	2.3960578868573782e-8	2.3960578868573782e-8	1078	tags=100%, list=13%, signal=87%	H3C13/H3C4/H3C10/H3C12/CCND2/H3C15/H3C6/H3C7/H3C8/H3C11/H3C14/H3-3A/H3C1/H3-3B
