rowname	AATF	ABCA1	ABCA3	ABCB1	ABCB10	ABCB4	ABCB5	ABCB8	ABCC1	ABL1	ABL2	ABO	ABR	ACAP1	ACKR3	ACSL3	ACSL6	ACTB	ACVR1	ACVR2A	ADAM23	ADAM29	ADAM9	ADAMTS1	ADGRE5	ADIPOR1	AFDN	AFF1	AFF3	AFF4	AGER	AGO2	AHI1	AIFM1	AKAP9	AKT1	AKT2	AKT3	ALAD	ALB	ALDOB	ALK	ALOX12	ALS2CL	AMFR	AMOT	ANG	ANKRD44	ANLN	ANP32B	AP3M2	APC2	APEH	APH1A	APOBEC2	AR	ARAF	ARAP2	AREG	ARF6	ARHGAP25	ARHGAP26	ARHGAP4	ARHGEF2	ARHGEF28	ARHGEF4	ARID3C	ARID5A	ARMCX1	ARMCX2	ARMCX3	ASL	ASNS	ASPM	ASPSCR1	ASTN2	ATF2	ATF4	ATF5	ATF7IP	ATIC	ATP6AP1	ATP8B1	ATXN7	AUH	AURKB	AXL	BAALC	BABAM1	BAG1	BAK1	BATF	BCAS3	BCL11A	BCL2	BCL2L12	BCL2L2	BCL3	BCL6	BCL7A	BCL7B	BCL9	BFSP2	BGN	BIRC6	BOK	BOP1	BORCS8-MEF2B	BRAF	BRAT1	BRD2	BRD3	BRD4	BRWD3	BSPRY	BTRC	BUB1	C2CD5	C3AR1	CADPS2	CAGE1	CALCR	CALR	CAMK2B	CAMK2D	CAMKK2	CANT1	CARD11	CARD8	CARM1	CASC3	CBLB	CBLC	CBX4	CCL7	CCNA2	CCNB1	CCNB1IP1	CCNB3	CCND2	CCND2-AS1	CCND3	CCNE1	CCNF	CCNG1	CCNH	CCR1	CCR7	CCR9	CD109	CD200	CD274	CD28	CD46	CD55	CD69	CD74	CD79A	CD79B	CD9	CDC25A	CDC25C	CDC27	CDC34	CDC6	CDH10	CDH20	CDK11B	CDK16	CDK18	CDK20	CDK5	CDK5R1	CDK7	CDK8	CDKN2D	CDKN3	CDT1	CEACAM7	CENPA	CENPF	CFAP20	CFLAR	CFP	CHCHD7	CHD3	CHD9	CHGA	CHIC2	CHL1	CHN1	CIRBP	CKS1B	CKS2	CLDN4	CLTC	CMC4	CMTM7	CNBP	CNNM4	CNTN4	CNTN6	CNTRL	COL19A1	COL1A1	COL1A2	COL28A1	COL4A3	COL7A1	COP1	CORO1A	CORO2A	COTL1	COX19	COX6C	CPLX2	CR1L	CR2	CRB2	CREB1	CREB3L2	CRIP2	CRK	CRLF2	CRTC1	CRTC2	CSF1R	CSMD3	CSPG4	CSTA	CTHRC1	CTIF	CTLA4	CTNNA1	CTNNB1	CTNND2	CTSB	CTSL	CUEDC1	CUL4B	CXCL1	CXCL2	CXCL3	CXCR3	CXCR4	CYB5R4	CYP19A1	CYP2A6	CYP2D6	CYP2W1	CYP7A1	CYP7B1	CYSLTR2	DACH2	DAZAP1	DBN1	DCUN1D1	DDR1	DDX1	DDX4	DDX43	DDX5	DEK	DENR	DGKE	DHX9	DIO2	DIRC1	DIRC3	DKC1	DKK2	DKK4	DLGAP1	DLST	DLX4	DNAH9	DNASE1L3	DOT1L	DPT	DROSHA	DSG2	DST	DTX2	DUSP10	DUSP2	DUX4	DYM	DYRK1A	DYRK1B	E2F4	E2F6	EBAG9	EBF1	ECM1	EGF	EGFL6	EGFL7	EGFR	EGR3	EHMT1	EIF1AX	EIF1B	EIF2AK2	EIF3C	EIF3E	EIF4A2	EIF4E	EIF4EBP1	EIF4G1	ELAC2	ELAVL1	ELF4	ELK1	ELK2AP	ELK4	ELL	ELMO1	ELN	ELOC	ELOVL5	EML4	ENAH	ENC1	ENPP2	ENPP7	EPG5	EPHA5	EPO	EPOR	EPS15L1	EPS8	ERAS	ERBB2	ERC1	ERC2	ERCC1	ERCC8	ERICH1	ERVW-1	ESRRG	ETNK1	ETV1	ETV3	ETV4	ETV5	EVL	EXOC4	EZHIP	FAIM	FAM117A	FAM49A	FANCE	FANCF	FAT2	FBXL7	FBXO5	FCGR2B	FCRL4	FCRL5	FEV	FGF1	FGF10	FGF11	FGF12	FGF13	FGF14	FGF2	FGF5	FGF6	FGF9	FGFR1	FGFR1OP	FGFR3	FGFR4	FHL2	FIP1L1	FLII	FLNB	FLT1	FLT4	FMOD	FN1	FNBP1	FNIP1	FOS	FOSB	FOSL2	FOXC2	FOXE1	FOXG1	FOXL1	FOXM1	FOXR2	FRYL	FSCB	FSCN1	FST	FSTL3	FUT8	FXYD5	FYN	GAB1	GAK	GALNS	GALNT5	GAS6	GAS7	GATA1	GATA2	GATA6	GDF15	GEN1	GFI1	GFI1B	GGH	GGTA1P	GHR	GHRL	GIMAP7	GIP	GLB1	GLI2	GLI3	GLI4	GMFB	GML	GMPS	GNA11	GNA12	GNA13	GNAI2	GNAQ	GOLGA5	GOPC	GPA33	GPER1	GPHN	GPNMB	GPR161	GPR68	GRB10	GRB2	GRIN2D	GRN	GRP	GRPR	GSDMA	GSE1	GSPT1	GTF2A1	GTF2I	H3F3A	HAPLN1	HAS2	HDAC2	HDAC6	HDLBP	HERPUD1	HES1	HEXIM1	HEY1	HFE	HGF	HIP1	HLF	HMGA1	HMGB1	HMGCR	HNRNPA2B1	HNRNPA3	HNRNPD	HNRNPK	HOOK3	HOXA11	HOXA13	HOXA3	HOXA7	HOXA9	HOXB8	HOXD11	HOXD13	HPR	HPSE	HSP90AA1	HSP90AB1	HSPA5	HSPA9	HSPB1	HSPBAP1	HSPH1	HUS1	HYAL1	HYAL2	ICAM1	ICAM5	ID2	IDNK	IDO1	IDO2	IER2	IFI27	IFI30	IFRD2	IGF1R	IGF2BP1	IGFBP1	IGFBP2	IGSF8	IKBKE	IL10	IL17RB	IL1B	IL2	IL21R	IL2RG	IL3	IL3RA	IL4R	IL5	IL6	IL6ST	IL7	IL7R	IL9	INPP4A	INPP5K	INSR	IQCE	IRAK2	IRF2BP2	IRS1	IRS2	ITGA11	ITGA9	ITGAX	ITGB4	ITK	JAG2	JAK2	JAK3	JAKMIP1	JAZF1	JUNB	JUND	KAT6A	KCMF1	KCNH1	KCNK5	KCNQ5	KCTD2	KDM2B	KDM4C	KDR	KDSR	KIAA0895L	KIAA1147	KIAA1549	KIF14	KIT	KLHL10	KLK11	KLK2	KLK4	KLK5	KLK7	KLRK1	KMT5A	KPNA5	KRT26	KSR1	KSR2	KTN1	L1CAM	LASP1	LCP1	LEF1	LFNG	LGALS3	LGALS3BP	LGR6	LHCGR	LIMK1	LMF1	LMO3	LMO7	LNPEP	LOXL2	LOXL3	LPAR1	LPP	LRBA	LRGUK	LRP2	LRP6	LRRC25	LRRFIP1	LTA	LTBR	LY6E	LYL1	LYN	LYPD3	M1AP	MAD2L1	MAF	MAFA	MAFG	MAFK	MAGEE1	MALT1	MAMDC4	MANF	MAP2	MAP2K2	MAP3K13	MAP3K14	MAP3K7	MAP4	MAPK12	MAPK13	MAPK14	MAPK3	MAPK4	MAPK7	MAPKAP1	MAPKAPK2	MARCH3	MARK4	MAS1	MATK	MBD2	MC2R	MCF2	MCL1	MCM2	MDM4	MECOM	MEF2B	MEF2C	MEF2D	MEIS1	MERTK	MET	METTL21A	MFHAS1	MGAM	MID1	MIXL1	MLF1	MLLT1	MLLT11	MLLT3	MLLT6	MMP14	MMP2	MNAT1	MNX1	MPP1	MPPE1	MSI1	MSI2	MSN	MTA1	MTA3	MTCP1	MUC13	MUC16	MUC17	MUC4	MVP	MXD1	MYB	MYBL1	MYC	MYCN	MYD88	MYH1	MYH11	N4BP3	NAA10	NAPA	NAT1	NAT2	NAV1	NBEAP1	NBR1	NCAPD2	NCK1	NCKIPSD	NCOA1	NCOA2	NCOR2	NCSTN	NECTIN4	NEURL3	NFAT5	NFATC1	NFATC3	NFE2L2	NFIB	NFIC	NFIX	NFKBIE	NIN	NIPBL	NKAIN2	NKX2-1	NKX2-5	NLE1	NLRC4	NLRP2	NLRP8	NMT1	NOD1	NOL3	NONO	NPY	NPY1R	NQO1	NR2F1	NR2F6	NR3C2	NRG1	NSD2	NSD3	NTRK1	NTRK2	NUDT6	NUF2	NUP133	NUP214	NUP93	NUTM2B	OBSCN	OMD	ORAI2	OSBPL3	OTOF	OTX2	P2RX7	P2RY14	PAF1	PAPPA2	PAX3	PAX8	PAX9	PBX1	PBX2	PBX3	PCBP1	PCDHB15	PCDHB7	PCM1	PDCD1	PDCD1LG2	PDCD6	PDE11A	PDE4A	PDE4D	PDE4DIP	PDGFA	PDGFRA	PDGFRB	PDPK1	PEAR1	PECAM1	PEG10	PER1	PGBD5	PGF	PHIP	PIAS3	PICK1	PIGR	PIK3C2G	PIK3C3	PIK3CA	PIK3CB	PIK3CG	PIK3R5	PIM1	PIM2	PITX1	PKHD1	PLA2G4A	PLAG1	PLAUR	PLCB2	PLCG2	PLCH2	PLCL1	PLEK2	PLEKHA2	PLEKHA8	PLEKHG2	PLXNB1	PNMA1	PNRC1	POLH	POU2F2	POU4F1	POU5F1	PPARD	PPFIBP1	PPM1D	PPM1E	PPP1R13L	PPP4R2	PRCC	PRDM14	PREX2	PRG4	PRKAB1	PRKACA	PRKCI	PRKD1	PRLR	PROS1	PRPF4B	PRPS1	PRRX1	PRRX2	PRSS1	PSCA	PSEN2	PSIP1	PSMD2	PTBP1	PTCRA	PTGR2	PTGS2	PTHLH	PTK7	PTMA	PTN	PTP4A1	PTP4A3	PTPA	PTPN14	PTPN21	PTPN7	PTPRG	PTPRH	PTTG1	PUS10	PVT1	PXN	PYY	RAB1A	RAB35	RAB5C	RAB8A	RABEP1	RABGAP1L	RAC1	RAC3	RACK1	RAD23A	RAD52	RAF1	RALA	RALB	RALGDS	RALGPS2	RAMP1	RAN	RANBP17	RANBP2	RAP1GDS1	RAP2A	RAP2B	RAPGEF1	RAPH1	RARA	RARRES1	RASA3	RASGRF2	RASL11B	RASSF6	RBBP5	RBBP6	RBM34	RECQL5	REG3A	REL	RELB	RELN	REPS2	RFX2	RFX5	RGL1	RGS1	RGS2	RGS3	RHBDF2	RHBG	RHEB	RHOF	RHOH	RICTOR	RIOX2	RIT1	RLN2	RMI2	RMND5B	RNF139	RNF157	RNF213	RNF216	RNF217-AS1	RNF7	RORC	ROS1	RPL26	RPN1	RPTOR	RRAS	RREB1	RRP9	RSPO2	RSPO3	RUNX1T1	RUVBL1	RUVBL2	RXRA	S100A10	S100A13	S100A14	S100A7	S100A8	S100A9	S100P	S1PR4	SAG	SATB1	SAV1	SBDS	SBNO1	SCAF1	SCAMP4	SCARB1	SCLT1	SCNN1B	SDC1	SDCCAG8	SDE2	SEL1L	SELE	SEMA4D	SEMA5B	SERPINA1	SERPINB1	SERPINB4	SET	SETBP1	SETD1A	SETD1B	SETD3	SETD5	SETD6	SETD7	SF3B1	SGK1	SH2B2	SH3BGRL2	SH3BP2	SH3GL1	SH3GL2	SHBG	SHC1	SHH	SIAH2	SIX1	SIX4	SKP1	SLAMF6	SLC16A3	SLC22A23	SLC26A11	SLC27A1	SLC29A1	SLC30A5	SLC34A2	SLC39A6	SLC44A4	SLC45A3	SLC4A1	SLC5A5	SLC6A3	SLC9A2	SLC9A9	SMAP1	SMG6	SMO	SMYD3	SNAI2	SNAPC3	SNCAIP	SNX29	SORBS2	SOS1	SOX2	SOX3	SOX4	SOX8	SP110	SPAM1	SPECC1	SPP1	SPPL2B	SPPL3	SPTAN1	SRI	SRPK2	SRSF2	SRSF3	SS18	SSBP4	SSTR2	SSX1	SSX2	SSX4	ST6GAL1	ST6GALNAC1	STARD3	STARD8	STAT5B	STEAP1	STEAP2	STK19	STOML2	STRN	STX4	SUSD3	SYDE1	SYNE1	SYNE2	SYNE3	TAB3	TAC1	TACC1	TACC3	TAF15	TAP1	TAP2	TBX2	TBX21	TBX22	TCEA1	TCL1A	TCL1B	TCL6	TCTA	TDGF1P3	TEC	TEK	TERT	TFAP4	TFE3	TFEB	TFG	TFPT	TFRC	TGFA	TGFB2	TGFB3	THADA	THBS2	THBS3	THPO	TIMP1	TIMP2	TJP2	TK1	TLCD2	TLE1	TLE2	TLE3	TLE4	TLX3	TM4SF1	TMEM104	TMEM74	TNC	TNF	TNFAIP1	TNFRSF11A	TNFRSF11B	TNFRSF13B	TNFRSF17	TNFSF10	TNFSF13B	TNFSF15	TNFSF18	TNN	TNR	TOP2A	TOP2B	TPD52	TPK1	TPM4	TPR	TRAF1	TRAF2	TRAF4	TRAF7	TRAP1	TRHR	TRIAP1	TRIM27	TRIM37	TRIO	TRIP11	TRMT10A	TRPV1	TRPV6	TSHR	TSPOAP1	TTC39B	TTL	TTLL3	TTYH1	TWIST1	TXN	TYK2	TYMP	U2AF2	UBA7	UBE2D2	UBL3	UBR5	UCHL5	UNC79	UPF1	UQCRC2	USF1	USP32	USP38	USP39	USP4	USP6	USP7	UTP3	VAC14	VAMP8	VAV1	VAV2	VCAN	VEPH1	VGF	VRK1	WAS	WDR82	WNT2	WNT3	WNT3A	WNT6	WRAP53	WRN	WWP1	WWTR1	XDH	XIAP	XIRP1	XPA	XPC	XPO1	XRCC3	XXYLT1	YES1	YWHAE	YY1	ZBTB33	ZC3H8	ZDHHC14	ZDHHC3	ZDHHC7	ZEB2	ZFYVE26	ZMYM2	ZNF146	ZNF281	ZNF318	ZNF331	ZNF35	ZNF384	ZNF423	ZNF442	ZNF521	ZNF569	ZNF608	ZRSR2	ZSCAN22
7316-1083	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7316-109	7	0	0	6	5	6	6	6	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	6	0	6	5	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	6	5	5	0	0	0	6	0	0	0	0	0	0	0	6	0	6	0	0	0	6	0	0	6	0	5	0	6	5	5	0	0	0	0	0	6	6	5	0	0	6	0	0	0	0	0	0	6	0	6	6	6	0	6	6	6	6	6	7	0	5	5	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	5	5	0	0	6	6	0	0	0	7	5	7	0	0	5	0	5	0	6	6	0	0	5	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	5	5	0	0	7	0	0	0	0	0	0	0	0	7	6	6	0	0	5	0	0	0	6	0	0	5	5	0	0	6	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	5	0	0	0	0	0	0	6	0	6	7	5	0	0	0	0	0	0	0	0	7	0	0	6	5	0	0	0	6	5	0	0	0	0	6	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	6	6	6	0	0	0	5	0	0	5	0	0	5	5	6	0	0	7	0	0	6	0	0	6	5	0	6	5	7	0	0	6	0	0	7	0	0	0	0	0	0	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	5	0	6	0	0	5	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	7	6	0	0	6	0	0	0	0	5	6	6	0	0	0	0	5	6	0	6	5	0	6	6	5	6	0	0	7	0	0	0	6	5	0	0	0	0	0	0	0	7	0	0	6	6	7	0	0	0	6	0	0	0	0	5	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	6	0	0	0	0	5	0	6	0	0	7	6	0	5	5	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	5	0	0	0	6	5	6	0	0	0	0	5	0	0	6	6	0	0	0	0	6	6	5	0	7	6	6	6	6	5	0	6	0	8	7	6	0	0	7	0	0	5	0	6	5	0	5	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	5	0	6	0	0	0	0	5	6	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	7	0	5	0	6	0	5	0	0	0	5	0	5	0	6	0	5	0	0	6	0	0	6	0	5	0	6	5	0	7	0	0	0	5	0	0	6	7	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	5	7	0	0	0	0	0	6	5	5	0	0	0	0	0	0	5	6	0	0	0	0	0	0	7	0	6	6	7	6	0	0	6	0	0	0	5	0	0	5	0	5	0	0	5	5	0	0	0	5	0	5	6	0	5	6	0	6	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	5	5	0	0	0	5	6	6	0	5	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	5	0	6	0	0	0	0	0	0	6	6	0	0	0	0	6	0	0	0	0	7	7	6	0	5	0	0	5	6	5	0	0	0	0	0	0	5	0	8	0	5	0	0	5	0	0	5	0	0	0	6	0	0	0	5	0	5	0	6	0	0	0	6	7	0	6	7	6	0	5	6	0	0	6	0	0	6	0	0	5	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	6	0	0	5	6	0	6	5	5	5	0	0	6	0	6	6	0	0	0	5	0	0	0	0	6	6	6	0	0	5	0	0	0	6	5	0	0	0	0	0	0	5	0	5	5	0	0	5	0	5	0	0	0	0	5	6	5	5	6	0	0	0	5	5	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	6	0	0	0	5	0	0	0	0	5	5	0	6	5	0	0	5	0	0	5	7	6	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	6	7	0	6	6	0	6	6	6	0	0	5	6	0	0	0	0	6	7	0	7	6	6	0	0	0	0	0	5	0	0	0	0	6	0	0	7	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	5	0	0	5	0	5	0	0	6	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	5	5	5	7	0	0	6	5	5	0	0	7	0	0	0	7	0	7	0	0	0	0	6	0	7	0	0	0	6	6	0	6	0	6	0	0	0	0	5	0	6	0	5	7	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	6	0	0	0	6	0	6	0	0	6
7316-1118	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	3	0	0	0	0	4	0	3	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	4	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
